Name ,Sex,Age,2022,2023,2024,2025,2026
KZN - uThukela District Municipality (DC23),Female,70-74,7834.882700,7783.748268,7772.148453,7788.352870,7830.780786
KZN - uThukela District Municipality (DC23),Female,75-79,5236.348714,5487.041937,5672.184264,5778.498225,5789.950720
KZN - uThukela District Municipality (DC23),Female,80+,4063.643513,4096.297545,4153.939660,4226.247393,4311.997656
KZN - uMzinyathi District Municipality (DC24),Male,0-4,37788.019001,37908.869079,38069.250990,38304.612725,38652.067923
KZN - uMzinyathi District Municipality (DC24),Male,5-9,36551.349595,36641.088409,36775.941358,36981.176285,37271.145902
KZN - uMzinyathi District Municipality (DC24),Male,10-14,36344.442211,36452.650811,36495.235310,36403.147702,36256.763704
KZN - uMzinyathi District Municipality (DC24),Male,15-19,30638.784889,31267.772931,32049.355542,33126.066439,34224.687474
KZN - uMzinyathi District Municipality (DC24),Male,20-24,22479.589103,22626.112012,22692.569842,22631.106329,22675.110905
KZN - uMzinyathi District Municipality (DC24),Male,25-29,22170.504402,21576.760492,21010.574263,20443.900683,19808.468939
KZN - uMzinyathi District Municipality (DC24),Male,30-34,21648.482440,21930.403587,21999.705499,21898.770767,21634.203887
KZN - uMzinyathi District Municipality (DC24),Male,35-39,16695.314747,17816.683674,18935.646913,19909.924539,20497.201820
KZN - uMzinyathi District Municipality (DC24),Male,40-44,10107.702304,11099.982536,12145.757118,13208.226420,14392.287795
KZN - uMzinyathi District Municipality (DC24),Male,45-49,6277.957650,6602.049513,7010.348492,7556.457261,8295.936307
KZN - uMzinyathi District Municipality (DC24),Male,50-54,4395.805844,4535.012395,4688.383996,4880.243419,5090.248751
KZN - uMzinyathi District Municipality (DC24),Male,55-59,3528.678486,3476.206448,3444.266669,3444.236211,3497.425339
KZN - uMzinyathi District Municipality (DC24),Male,60-64,2683.058786,2659.193514,2656.321084,2658.182886,2649.861912
KZN - uMzinyathi District Municipality (DC24),Male,65-69,2134.385059,2000.823645,1868.181357,1757.078456,1676.033232
KZN - uMzinyathi District Municipality (DC24),Male,70-74,1527.208331,1472.869262,1398.802749,1300.029083,1177.011757
KZN - uMzinyathi District Municipality (DC24),Male,75-79,957.030225,867.980690,795.387763,735.602608,681.952942
KZN - uMzinyathi District Municipality (DC24),Male,80+,866.604088,773.143263,694.090477,626.731575,567.883997
KZN - uMzinyathi District Municipality (DC24),Female,0-4,36562.162238,36753.215918,36962.236969,37197.100810,37506.050799
KZN - uMzinyathi District Municipality (DC24),Female,5-9,35397.879568,35521.952564,35709.323684,35994.863390,36388.832724
KZN - uMzinyathi District Municipality (DC24),Female,10-14,35882.311384,35850.438398,35801.512491,35685.695294,35558.091576
KZN - uMzinyathi District Municipality (DC24),Female,15-19,31331.200532,32279.810980,33123.207490,33980.550577,34691.935295
KZN - uMzinyathi District Municipality (DC24),Female,20-24,26094.914598,25926.847365,25968.105367,26194.445102,26655.420588
KZN - uMzinyathi District Municipality (DC24),Female,25-29,27066.549593,26438.974387,25761.238873,25024.589067,24299.278420
KZN - uMzinyathi District Municipality (DC24),Female,30-34,26358.475611,26704.581806,26877.175857,26883.199393,26688.251662
KZN - uMzinyathi District Municipality (DC24),Female,35-39,21907.969595,22960.748001,23977.135120,24862.612989,25383.554793
KZN - uMzinyathi District Municipality (DC24),Female,40-44,15120.700540,16262.038120,17472.367200,18673.138274,19910.248578
KZN - uMzinyathi District Municipality (DC24),Female,45-49,11676.725551,11885.199345,12168.913375,12636.196949,13390.682888
KZN - uMzinyathi District Municipality (DC24),Female,50-54,9723.815583,9892.761711,10128.936626,10390.330407,10677.785367
KZN - uMzinyathi District Municipality (DC24),Female,55-59,9264.085266,9152.941612,9032.490558,8940.402533,8920.202986
KZN - uMzinyathi District Municipality (DC24),Female,60-64,7610.716679,7761.556264,7955.150783,8135.603060,8244.446222
KZN - uMzinyathi District Municipality (DC24),Female,65-69,6779.346210,6589.444548,6403.493260,6294.697400,6281.698990
KZN - uMzinyathi District Municipality (DC24),Female,70-74,5761.329685,5689.432393,5622.912185,5524.342695,5396.722532
KZN - uMzinyathi District Municipality (DC24),Female,75-79,3738.004178,3753.234129,3785.347053,3837.575025,3897.452577
KZN - uMzinyathi District Municipality (DC24),Female,80+,2503.680792,2396.498491,2302.363160,2213.594184,2128.292122
KZN - Amajuba District Municipality (DC25),Male,0-4,32032.952112,31622.327883,30869.927513,29870.619170,28777.423061
KZN - Amajuba District Municipality (DC25),Male,5-9,30943.258752,31266.569030,31664.779227,32071.568048,32353.699394
KZN - Amajuba District Municipality (DC25),Male,10-14,31070.287360,31228.156122,31326.906159,31374.402980,31449.316599
KZN - Amajuba District Municipality (DC25),Male,15-19,27136.763659,28130.092937,29080.572663,29998.502782,30769.864127
KZN - Amajuba District Municipality (DC25),Male,20-24,24747.870111,24213.657097,23991.056635,24178.157723,24757.572214
KZN - Amajuba District Municipality (DC25),Male,25-29,24968.299470,24555.093277,24112.951444,23531.757595,22896.497822
KZN - Amajuba District Municipality (DC25),Male,30-34,24242.252853,24277.913949,24186.778189,24025.168645,23771.667395
KZN - Amajuba District Municipality (DC25),Male,35-39,20886.967232,21538.385296,22161.804525,22660.381451,22806.470745
KZN - Amajuba District Municipality (DC25),Male,40-44,15404.512788,16262.065456,17119.485905,17912.263943,18752.957767
KZN - Amajuba District Municipality (DC25),Male,45-49,11744.756024,12085.196940,12442.544135,12901.068365,13549.059627
KZN - Amajuba District Municipality (DC25),Male,50-54,8467.486135,8956.239885,9468.485847,9979.655154,10389.668431
KZN - Amajuba District Municipality (DC25),Male,55-59,6690.472773,6676.411249,6716.802085,6844.321498,7112.509454
KZN - Amajuba District Municipality (DC25),Male,60-64,5701.003524,5684.619253,5664.606154,5650.582304,5642.722224
KZN - Amajuba District Municipality (DC25),Male,65-69,4636.855374,4620.048705,4600.687981,4588.622614,4575.812907
KZN - Amajuba District Municipality (DC25),Male,70-74,3114.606597,3212.578917,3288.907922,3336.840695,3351.710720
KZN - Amajuba District Municipality (DC25),Male,75-79,1759.141554,1753.901386,1776.608852,1827.422347,1900.464881
KZN - Amajuba District Municipality (DC25),Male,80+,1474.531584,1443.878104,1424.836429,1416.949811,1417.525737
KZN - Amajuba District Municipality (DC25),Female,0-4,31246.381026,30843.471711,30132.713567,29176.140606,28114.762558
KZN - Amajuba District Municipality (DC25),Female,5-9,30354.258998,30663.410780,31046.749989,31462.334056,31797.027385
KZN - Amajuba District Municipality (DC25),Female,10-14,30450.598618,30568.144879,30648.874274,30688.503718,30767.000101
KZN - Amajuba District Municipality (DC25),Female,15-19,26709.751876,27710.639483,28622.635871,29479.944674,30155.931105
KZN - Amajuba District Municipality (DC25),Female,20-24,24438.448410,23977.222733,23775.956203,23933.715126,24466.039630
KZN - Amajuba District Municipality (DC25),Female,25-29,25055.834688,24725.420123,24352.611811,23834.658515,23245.933251
KZN - Amajuba District Municipality (DC25),Female,30-34,24627.291653,24742.987980,24779.719891,24756.061426,24631.788708
KZN - Amajuba District Municipality (DC25),Female,35-39,22462.066198,23009.120997,23509.486097,23922.341414,24053.958670
KZN - Amajuba District Municipality (DC25),Female,40-44,17508.694919,18435.835675,19367.927380,20231.512994,21066.251804
KZN - Amajuba District Municipality (DC25),Female,45-49,14179.784582,14471.624859,14802.220429,15258.416690,15936.902725
KZN - Amajuba District Municipality (DC25),Female,50-54,11577.951653,11890.416746,12262.654939,12660.001028,13082.363651
KZN - Amajuba District Municipality (DC25),Female,55-59,10228.327141,10262.509536,10336.812043,10430.236916,10562.867591
KZN - Amajuba District Municipality (DC25),Female,60-64,9347.501577,9354.663209,9326.190498,9324.490781,9355.398299
KZN - Amajuba District Municipality (DC25),Female,65-69,7606.391191,7799.271385,7975.433961,8128.005729,8236.021929
KZN - Amajuba District Municipality (DC25),Female,70-74,5556.888182,5651.158535,5785.304691,5940.178309,6109.958580
KZN - Amajuba District Municipality (DC25),Female,75-79,3510.816758,3659.000427,3782.750744,3884.262865,3960.884526
KZN - Amajuba District Municipality (DC25),Female,80+,2689.902672,2757.985018,2843.465355,2939.992896,3047.176292
KZN - Zululand District Municipality (DC26),Male,0-4,59419.775997,59355.330372,58958.602321,58341.461629,57698.527346
KZN - Zululand District Municipality (DC26),Male,5-9,56327.292012,56459.583828,56843.762131,57390.645134,57889.432575
KZN - Zululand District Municipality (DC26),Male,10-14,57378.240098,57118.052885,56704.239934,56121.443784,55619.533070
KZN - Zululand District Municipality (DC26),Male,15-19,49026.404217,49927.569917,50997.768402,52493.093728,53994.420757
KZN - Zululand District Municipality (DC26),Male,20-24,33218.266213,33718.637829,34220.441824,34523.009478,34900.252453
KZN - Zululand District Municipality (DC26),Male,25-29,30365.603655,29191.667086,28087.276537,27043.360874,26013.076956
KZN - Zululand District Municipality (DC26),Male,30-34,31187.153736,30718.220869,29977.778883,29086.651560,28040.960589
KZN - Zululand District Municipality (DC26),Male,35-39,26070.386740,27191.408591,28153.209471,28763.494747,28721.668090
KZN - Zululand District Municipality (DC26),Male,40-44,17266.029604,18604.791204,19998.770003,21326.768415,22680.621467
KZN - Zululand District Municipality (DC26),Male,45-49,12287.461188,12638.812512,13060.947855,13671.044118,14586.657866
KZN - Zululand District Municipality (DC26),Male,50-54,9283.745402,9628.631447,9988.038186,10365.742919,10678.901186
KZN - Zululand District Municipality (DC26),Male,55-59,7854.595967,7780.309622,7744.436428,7774.685138,7922.968746
KZN - Zululand District Municipality (DC26),Male,60-64,6728.024268,6734.987191,6737.919303,6736.560136,6718.575052
KZN - Zululand District Municipality (DC26),Male,65-69,5476.230170,5463.280448,5447.298973,5432.789343,5417.159654
KZN - Zululand District Municipality (DC26),Male,70-74,4260.003242,4259.308973,4254.528089,4247.372809,4225.010576
KZN - Zululand District Municipality (DC26),Male,75-79,3176.923114,3128.951778,3102.359306,3089.800959,3080.214314
KZN - Zululand District Municipality (DC26),Male,80+,6144.756704,6119.024597,6131.428168,6183.370873,6265.795827
KZN - Zululand District Municipality (DC26),Female,0-4,57505.981913,57429.752180,57101.111433,56574.841678,56015.718579
KZN - Zululand District Municipality (DC26),Female,5-9,54720.004658,54910.909956,55275.119387,55782.860523,56306.303560
KZN - Zululand District Municipality (DC26),Female,10-14,55308.879152,55018.370311,54713.216921,54328.452158,54006.121297
KZN - Zululand District Municipality (DC26),Female,15-19,48237.406664,49314.295431,50250.105721,51323.392261,52276.395525
KZN - Zululand District Municipality (DC26),Female,20-24,36602.177876,36711.862606,36996.160596,37345.896663,37886.496980
KZN - Zululand District Municipality (DC26),Female,25-29,34451.984539,33671.983431,32874.624082,31971.792852,31000.609649
KZN - Zululand District Municipality (DC26),Female,30-34,34964.603924,34634.634594,34149.407683,33595.679744,32917.115750
KZN - Zululand District Municipality (DC26),Female,35-39,31369.970741,32268.925292,33020.423724,33498.406794,33425.531395
KZN - Zululand District Municipality (DC26),Female,40-44,23537.309255,24907.142116,26284.313199,27567.021030,28800.549675
KZN - Zululand District Municipality (DC26),Female,45-49,18546.643821,18946.996956,19434.091611,20114.203061,21107.984296
KZN - Zululand District Municipality (DC26),Female,50-54,15618.911714,15866.282164,16217.087057,16620.321845,17081.024234
KZN - Zululand District Municipality (DC26),Female,55-59,15397.884730,15200.280688,14978.977674,14789.332325,14703.190313
KZN - Zululand District Municipality (DC26),Female,60-64,13478.640498,13766.501664,14039.290545,14264.261606,14374.968416
KZN - Zululand District Municipality (DC26),Female,65-69,11332.622158,11505.158317,11619.038805,11747.911333,11908.608062
KZN - Zululand District Municipality (DC26),Female,70-74,8880.259532,9125.644624,9397.482982,9627.790107,9801.850487
KZN - Zululand District Municipality (DC26),Female,75-79,6084.130783,6242.332057,6436.231040,6680.502500,6959.901770
KZN - Zululand District Municipality (DC26),Female,80+,8725.586580,8663.777281,8653.189273,8670.289081,8711.262953
KZN - uMkhanyakude District Municipality (DC27),Male,0-4,44622.051886,44436.515194,44467.663610,44724.929995,45182.122450
KZN - uMkhanyakude District Municipality (DC27),Male,5-9,43700.863227,43402.504647,43073.768421,42811.699591,42733.511099
KZN - uMkhanyakude District Municipality (DC27),Male,10-14,42589.119609,42549.525606,42403.023007,42019.809468,41441.681839
KZN - uMkhanyakude District Municipality (DC27),Male,15-19,36217.307387,36958.377976,37600.348009,38378.088458,39117.312194
KZN - uMkhanyakude District Municipality (DC27),Male,20-24,26169.419847,26451.034482,26917.262352,27381.479391,27869.871864
KZN - uMkhanyakude District Municipality (DC27),Male,25-29,24846.874670,23938.914116,23081.333989,22284.169368,21579.628451
KZN - uMkhanyakude District Municipality (DC27),Male,30-34,25154.285103,24887.736172,24401.871355,23782.861774,23035.035357
KZN - uMkhanyakude District Municipality (DC27),Male,35-39,20937.733678,21868.931142,22656.436176,23176.200338,23196.691656
KZN - uMkhanyakude District Municipality (DC27),Male,40-44,13399.288198,14630.834748,15896.351947,17086.977374,18270.378316
KZN - uMkhanyakude District Municipality (DC27),Male,45-49,8714.220805,9137.868211,9648.167519,10313.827833,11213.418456
KZN - uMkhanyakude District Municipality (DC27),Male,50-54,6496.955590,6696.394425,6913.218559,7185.274137,7472.013403
KZN - uMkhanyakude District Municipality (DC27),Male,55-59,5340.589293,5343.734012,5363.639954,5409.370364,5515.304877
KZN - uMkhanyakude District Municipality (DC27),Male,60-64,4266.007562,4329.757091,4388.627361,4442.172702,4480.441969
KZN - uMkhanyakude District Municipality (DC27),Male,65-69,3103.740455,3147.779341,3199.597506,3251.741084,3300.747879
KZN - uMkhanyakude District Municipality (DC27),Male,70-74,2297.143784,2253.217365,2223.706966,2218.670048,2229.654479
KZN - uMkhanyakude District Municipality (DC27),Male,75-79,1504.741239,1509.922814,1507.314648,1489.808288,1452.667766
KZN - uMkhanyakude District Municipality (DC27),Male,80+,1916.095500,1785.205238,1678.556949,1592.605295,1521.920213
KZN - uMkhanyakude District Municipality (DC27),Female,0-4,44016.413922,43852.518059,43935.067664,44233.277394,44709.794350
KZN - uMkhanyakude District Municipality (DC27),Female,5-9,44135.988038,43844.948147,43470.737792,43140.650216,43017.170860
KZN - uMkhanyakude District Municipality (DC27),Female,10-14,44127.768088,44003.900958,43891.460974,43623.077312,43162.275687
KZN - uMkhanyakude District Municipality (DC27),Female,15-19,38893.036271,39887.185533,40546.352132,41157.252819,41649.628402
KZN - uMkhanyakude District Municipality (DC27),Female,20-24,30482.371933,30691.982420,31260.728108,31996.676863,32812.682870
KZN - uMkhanyakude District Municipality (DC27),Female,25-29,30267.593984,29414.376172,28564.875626,27732.972936,27037.001011
KZN - uMkhanyakude District Municipality (DC27),Female,30-34,30880.484832,30687.191432,30333.668620,29881.864681,29294.811408
KZN - uMkhanyakude District Municipality (DC27),Female,35-39,27223.064250,28148.932090,28923.436592,29447.626101,29484.901025
KZN - uMkhanyakude District Municipality (DC27),Female,40-44,19675.892922,21001.676578,22378.467496,23683.397278,24932.230029
KZN - uMkhanyakude District Municipality (DC27),Female,45-49,15479.126354,15750.279762,16114.072273,16680.300042,17567.980818
KZN - uMkhanyakude District Municipality (DC27),Female,50-54,13401.481679,13609.175466,13823.572754,14065.847068,14377.314574
KZN - uMkhanyakude District Municipality (DC27),Female,55-59,11598.664600,11844.152789,12107.273222,12323.524406,12488.961971
KZN - uMkhanyakude District Municipality (DC27),Female,60-64,9778.352720,9985.934960,10157.320838,10360.708572,10596.889663
KZN - uMkhanyakude District Municipality (DC27),Female,65-69,7291.949553,7640.072478,7988.631252,8308.035302,8580.243296
KZN - uMkhanyakude District Municipality (DC27),Female,70-74,5631.638294,5617.388346,5681.813421,5830.974954,6051.628710
KZN - uMkhanyakude District Municipality (DC27),Female,75-79,3894.019505,4126.165064,4284.276832,4358.065324,4343.339600
KZN - uMkhanyakude District Municipality (DC27),Female,80+,4872.786973,4753.340932,4660.932444,4581.538136,4512.263756
KZN - King Cetshwayo District Municipality (DC28),Male,0-4,54890.209885,53799.031892,52891.597767,52201.202737,51696.742894
KZN - King Cetshwayo District Municipality (DC28),Male,5-9,56559.977080,56285.117243,55784.233616,55201.632356,54742.971568
KZN - King Cetshwayo District Municipality (DC28),Male,10-14,54457.861724,54974.740840,55362.766324,55394.451704,55058.804705
KZN - King Cetshwayo District Municipality (DC28),Male,15-19,46290.794806,47301.762423,48457.163067,49914.290007,51365.865340
KZN - King Cetshwayo District Municipality (DC28),Male,20-24,39116.647468,38202.988311,37561.454877,37282.903373,37510.093422
KZN - King Cetshwayo District Municipality (DC28),Male,25-29,38670.240157,37615.959819,36475.947941,35129.394096,33644.067133
KZN - King Cetshwayo District Municipality (DC28),Male,30-34,36815.497959,36884.574151,36663.110964,36194.905618,35448.257157
KZN - King Cetshwayo District Municipality (DC28),Male,35-39,30853.600345,31838.238155,32814.043361,33610.737239,33846.491053
KZN - King Cetshwayo District Municipality (DC28),Male,40-44,22239.668161,23393.808635,24588.914539,25707.777310,26917.583055
KZN - King Cetshwayo District Municipality (DC28),Male,45-49,18055.211475,18136.093022,18243.250014,18563.156089,19246.993697
KZN - King Cetshwayo District Municipality (DC28),Male,50-54,13441.239817,14128.879918,14795.742688,15378.199941,15726.142509
KZN - King Cetshwayo District Municipality (DC28),Male,55-59,10518.406475,10500.906510,10543.474549,10697.375568,11041.178545
KZN - King Cetshwayo District Municipality (DC28),Male,60-64,8584.601901,8610.649967,8633.949241,8660.494069,8680.189076
KZN - King Cetshwayo District Municipality (DC28),Male,65-69,6669.813685,6658.798049,6647.596265,6648.200680,6652.756858
KZN - King Cetshwayo District Municipality (DC28),Male,70-74,4459.150566,4548.113779,4614.780903,4655.263805,4661.488653
KZN - King Cetshwayo District Municipality (DC28),Male,75-79,2459.922680,2459.135836,2485.247457,2534.818385,2598.561716
KZN - King Cetshwayo District Municipality (DC28),Male,80+,1889.426216,1796.700490,1724.226226,1669.685558,1628.494802
KZN - King Cetshwayo District Municipality (DC28),Female,0-4,53351.614529,52326.858126,51496.155357,50845.192814,50340.046165
KZN - King Cetshwayo District Municipality (DC28),Female,5-9,55390.190659,55116.797041,54595.445799,53996.432099,53550.981665
KZN - King Cetshwayo District Municipality (DC28),Female,10-14,54056.021061,54417.702443,54737.338089,54790.461226,54510.143141
KZN - King Cetshwayo District Municipality (DC28),Female,15-19,46652.234634,48038.692458,49290.510124,50551.525837,51620.866933
KZN - King Cetshwayo District Municipality (DC28),Female,20-24,42035.742051,40964.363586,40340.947948,40311.852961,40890.814865
KZN - King Cetshwayo District Municipality (DC28),Female,25-29,42763.276533,41972.728275,41006.153447,39697.410976,38223.247613
KZN - King Cetshwayo District Municipality (DC28),Female,30-34,41903.790670,41951.255530,41832.656314,41618.199749,41203.544406
KZN - King Cetshwayo District Municipality (DC28),Female,35-39,35813.731850,37030.718264,38199.586675,39125.647642,39461.341758
KZN - King Cetshwayo District Municipality (DC28),Female,40-44,27783.493440,28883.728493,30060.762992,31253.615175,32543.588283
KZN - King Cetshwayo District Municipality (DC28),Female,45-49,24215.330208,24276.718825,24307.676924,24543.709919,25182.527496
KZN - King Cetshwayo District Municipality (DC28),Female,50-54,19191.010482,19923.322931,20780.391543,21552.357245,22166.683069
KZN - King Cetshwayo District Municipality (DC28),Female,55-59,17599.281443,17404.751810,17231.529650,17166.068153,17305.611404
KZN - King Cetshwayo District Municipality (DC28),Female,60-64,15568.347684,15769.568813,15908.338679,16028.032884,16094.760641
KZN - King Cetshwayo District Municipality (DC28),Female,65-69,11943.989746,12339.964125,12732.589579,13077.494795,13354.897059
KZN - King Cetshwayo District Municipality (DC28),Female,70-74,9790.904860,9596.020833,9517.074062,9583.086193,9775.561150
KZN - King Cetshwayo District Municipality (DC28),Female,75-79,6679.157959,7180.454052,7509.522098,7629.410521,7522.012318
KZN - King Cetshwayo District Municipality (DC28),Female,80+,6676.860147,6626.541335,6615.361543,6625.281489,6653.355671
KZN - iLembe District Municipality (DC29),Male,0-4,38725.571598,38035.301529,37285.299547,36533.465801,35829.676958
KZN - iLembe District Municipality (DC29),Male,5-9,39093.003919,39204.177783,39222.807096,39192.391492,39165.101677
KZN - iLembe District Municipality (DC29),Male,10-14,37620.590623,38067.579164,38450.670629,38663.818127,38712.837832
KZN - iLembe District Municipality (DC29),Male,15-19,31741.117618,32753.739112,33793.993272,34930.561383,36001.667284
KZN - iLembe District Municipality (DC29),Male,20-24,27677.042968,27040.781606,26705.856253,26754.764368,27214.192616
KZN - iLembe District Municipality (DC29),Male,25-29,28195.121942,27497.158231,26735.866997,25816.420408,24832.018574
KZN - iLembe District Municipality (DC29),Male,30-34,28015.653579,27959.804224,27734.200194,27392.863266,26897.122729
KZN - iLembe District Municipality (DC29),Male,35-39,24432.807212,25210.260947,25912.124459,26434.556747,26521.247781
KZN - iLembe District Municipality (DC29),Male,40-44,17918.624994,18957.886530,20067.551170,21106.892648,22161.155624
KZN - iLembe District Municipality (DC29),Male,45-49,14853.848560,14961.841203,15068.915389,15356.983442,15978.671859
KZN - iLembe District Municipality (DC29),Male,50-54,11097.788701,11798.091086,12483.252301,13079.670364,13448.489786
KZN - iLembe District Municipality (DC29),Male,55-59,8783.561046,8869.499657,8987.217909,9205.199435,9602.384507
KZN - iLembe District Municipality (DC29),Male,60-64,6728.370261,6944.562202,7185.380837,7422.329219,7623.852329
KZN - iLembe District Municipality (DC29),Male,65-69,5168.773073,5175.544849,5207.912746,5277.723776,5389.643751
KZN - iLembe District Municipality (DC29),Male,70-74,4236.838725,4172.577302,4106.813749,4058.182799,4020.675587
KZN - iLembe District Municipality (DC29),Male,75-79,2981.906127,3079.251549,3155.235313,3190.592960,3167.652326
KZN - iLembe District Municipality (DC29),Male,80+,4815.588219,4947.096375,5093.245124,5260.051183,5443.633632
KZN - iLembe District Municipality (DC29),Female,0-4,37899.705169,37250.692191,36565.682981,35867.882845,35198.643286
KZN - iLembe District Municipality (DC29),Female,5-9,38382.504494,38507.394638,38509.554344,38456.640132,38427.487980
KZN - iLembe District Municipality (DC29),Female,10-14,37132.900016,37538.225092,37933.081447,38188.756962,38279.618773
KZN - iLembe District Municipality (DC29),Female,15-19,31803.701228,32942.326394,33969.923589,35003.364414,35916.505817
KZN - iLembe District Municipality (DC29),Female,20-24,27990.415340,27580.467573,27480.323431,27733.247064,28347.726626
KZN - iLembe District Municipality (DC29),Female,25-29,29344.008446,28687.450674,28012.969631,27242.443123,26460.805051
KZN - iLembe District Municipality (DC29),Female,30-34,29861.808112,29828.129530,29643.515944,29371.551932,28987.452300
KZN - iLembe District Municipality (DC29),Female,35-39,26765.265392,27611.784881,28387.061844,28966.257629,29093.266186
KZN - iLembe District Municipality (DC29),Female,40-44,21389.870549,22365.668843,23366.020951,24339.576883,25338.254003
KZN - iLembe District Municipality (DC29),Female,45-49,18178.595337,18471.711299,18780.132457,19233.033386,19953.922744
KZN - iLembe District Municipality (DC29),Female,50-54,14695.030623,15235.102852,15862.186602,16464.840804,17019.998423
KZN - iLembe District Municipality (DC29),Female,55-59,13765.784505,13732.380650,13677.703755,13679.591375,13816.908949
KZN - iLembe District Municipality (DC29),Female,60-64,11539.143323,11921.756566,12305.606576,12658.541399,12915.133486
KZN - iLembe District Municipality (DC29),Female,65-69,9282.336887,9461.827348,9651.488999,9869.537897,10123.708593
KZN - iLembe District Municipality (DC29),Female,70-74,8416.737446,8254.292207,8142.941154,8100.868294,8125.689618
KZN - iLembe District Municipality (DC29),Female,75-79,6289.209977,6751.530553,7077.572076,7229.171539,7174.647530
KZN - iLembe District Municipality (DC29),Female,80+,7055.821601,7313.044621,7617.354723,7952.909187,8319.389313
KZN - Harry Gwala District Municipality (DC43),Male,0-4,31345.929055,31206.798081,31107.621375,31069.516632,31110.640177
KZN - Harry Gwala District Municipality (DC43),Male,5-9,31319.056782,31176.626212,31042.769445,30945.756737,30912.863358
KZN - Harry Gwala District Municipality (DC43),Male,10-14,31501.784864,31491.702713,31405.578899,31209.526291,30958.667438
KZN - Harry Gwala District Municipality (DC43),Male,15-19,25512.480885,26231.416169,27067.194331,28056.178055,28969.928891
KZN - Harry Gwala District Municipality (DC43),Male,20-24,19028.044820,18797.321328,18600.815308,18458.904536,18529.689344
KZN - Harry Gwala District Municipality (DC43),Male,25-29,19050.167701,18337.559836,17608.660789,16813.933517,15944.912591
KZN - Harry Gwala District Municipality (DC43),Male,30-34,19828.922526,19668.148068,19317.747903,18857.897844,18284.652817
KZN - Harry Gwala District Municipality (DC43),Male,35-39,16117.602720,17017.880716,17837.825659,18441.843003,18627.913364
KZN - Harry Gwala District Municipality (DC43),Male,40-44,10241.989313,11118.341824,12076.633770,13040.256743,14060.911696
KZN - Harry Gwala District Municipality (DC43),Male,45-49,7313.123022,7479.618262,7677.090633,8004.403173,8558.832543
KZN - Harry Gwala District Municipality (DC43),Male,50-54,5483.387080,5717.023492,5963.006683,6204.576256,6381.644253
KZN - Harry Gwala District Municipality (DC43),Male,55-59,4678.236732,4615.680129,4575.499983,4587.220507,4684.975647
KZN - Harry Gwala District Municipality (DC43),Male,60-64,3794.594268,3842.506134,3885.633908,3914.368501,3920.617691
KZN - Harry Gwala District Municipality (DC43),Male,65-69,2878.794848,2871.677542,2873.719197,2886.720150,2907.438841
KZN - Harry Gwala District Municipality (DC43),Male,70-74,2171.661950,2134.728756,2096.602631,2065.672351,2038.785234
KZN - Harry Gwala District Municipality (DC43),Male,75-79,1518.894727,1519.480692,1513.210291,1491.731255,1447.827431
KZN - Harry Gwala District Municipality (DC43),Male,80+,2529.742644,2508.014542,2503.105774,2515.233186,2540.431985
KZN - Harry Gwala District Municipality (DC43),Female,0-4,30814.807002,30715.086620,30652.504705,30623.906626,30650.939198
KZN - Harry Gwala District Municipality (DC43),Female,5-9,30948.982736,30839.695188,30734.081370,30676.063321,30700.436595
KZN - Harry Gwala District Municipality (DC43),Female,10-14,31595.721607,31564.646994,31474.477201,31292.477167,31061.227549
KZN - Harry Gwala District Municipality (DC43),Female,15-19,26357.249356,27381.152369,28340.445882,29282.450575,30037.472523
KZN - Harry Gwala District Municipality (DC43),Female,20-24,21067.914296,20901.250658,20936.491605,21164.576697,21638.220308
KZN - Harry Gwala District Municipality (DC43),Female,25-29,22247.448616,21525.070438,20765.715930,19971.064940,19208.661902
KZN - Harry Gwala District Municipality (DC43),Female,30-34,22808.896619,22855.283114,22721.859436,22458.020872,22046.356406
KZN - Harry Gwala District Municipality (DC43),Female,35-39,18885.433828,19874.099494,20813.667377,21570.405202,21926.111146
KZN - Harry Gwala District Municipality (DC43),Female,40-44,13149.855267,14072.049770,15057.093462,16054.249363,17107.276019
KZN - Harry Gwala District Municipality (DC43),Female,45-49,10591.590998,10709.679359,10891.164264,11231.818960,11820.235586
KZN - Harry Gwala District Municipality (DC43),Female,50-54,9150.668045,9274.689866,9450.105535,9643.603956,9855.780313
KZN - Harry Gwala District Municipality (DC43),Female,55-59,8745.809728,8668.027593,8588.007142,8516.277650,8485.196946
KZN - Harry Gwala District Municipality (DC43),Female,60-64,7780.642344,7856.387396,7934.314943,8008.112465,8046.998958
KZN - Harry Gwala District Municipality (DC43),Female,65-69,6846.547000,6842.146102,6814.912038,6811.306337,6835.473557
KZN - Harry Gwala District Municipality (DC43),Female,70-74,5466.996059,5554.563759,5649.751280,5711.094504,5736.513005
KZN - Harry Gwala District Municipality (DC43),Female,75-79,3878.850968,3899.727035,3944.050177,4022.418087,4126.399749
KZN - Harry Gwala District Municipality (DC43),Female,80+,4861.997887,4884.227951,4936.044653,5004.922836,5089.247546
KZN - eThekwini Metropolitan Municipality,Male,0-4,168546.007234,169409.850091,170018.244062,170574.393818,171447.121031
KZN - eThekwini Metropolitan Municipality,Male,5-9,163484.561641,163319.971126,163905.004832,165268.069126,167173.269812
KZN - eThekwini Metropolitan Municipality,Male,10-14,174612.710876,172930.998225,170705.509467,168202.637407,165739.440806
KZN - eThekwini Metropolitan Municipality,Male,15-19,167927.010244,175673.631860,180253.150661,181879.345281,181237.723367
