Name ,Sex,Age,2022,2023,2024,2025,2026
KZN - eThekwini Metropolitan Municipality,Male,20-24,172247.625700,170345.254856,172780.341219,179177.718765,187276.136908
KZN - eThekwini Metropolitan Municipality,Male,25-29,192828.905303,188043.475861,184055.202525,180570.525264,178740.423716
KZN - eThekwini Metropolitan Municipality,Male,30-34,201895.971564,200136.206971,197367.692055,194296.693271,191189.946361
KZN - eThekwini Metropolitan Municipality,Male,35-39,187556.833074,191292.356756,194473.716605,196522.832247,195578.987084
KZN - eThekwini Metropolitan Municipality,Male,40-44,145703.658628,153087.282716,160682.845289,167393.185726,173906.706784
KZN - eThekwini Metropolitan Municipality,Male,45-49,123000.623845,124225.444000,125430.942034,127840.914306,132540.369484
KZN - eThekwini Metropolitan Municipality,Male,50-54,94459.454777,99958.353681,105331.220458,110163.966975,113330.946087
KZN - eThekwini Metropolitan Municipality,Male,55-59,74371.470557,75625.319178,77091.501657,79227.746657,82683.519037
KZN - eThekwini Metropolitan Municipality,Male,60-64,56717.247401,58856.962574,61137.798951,63375.848525,65342.081613
KZN - eThekwini Metropolitan Municipality,Male,65-69,42962.139108,43639.864963,44457.262746,45556.992048,46954.985083
KZN - eThekwini Metropolitan Municipality,Male,70-74,31374.211264,32128.629443,32803.606879,33460.809040,34048.020758
KZN - eThekwini Metropolitan Municipality,Male,75-79,17688.099369,19036.232890,20357.878502,21575.676874,22589.055049
KZN - eThekwini Metropolitan Municipality,Male,80+,6788.996318,7395.079780,7979.517204,8564.428298,9153.264088
KZN - eThekwini Metropolitan Municipality,Female,0-4,162333.073996,163248.995234,163996.648604,164631.339428,165491.833279
KZN - eThekwini Metropolitan Municipality,Female,5-9,155868.838795,155698.196667,156275.220848,157706.908028,159770.901250
KZN - eThekwini Metropolitan Municipality,Female,10-14,165249.722734,163648.215300,161427.726527,158726.790700,156068.108660
KZN - eThekwini Metropolitan Municipality,Female,15-19,157966.273069,164547.399031,168675.533325,170729.815383,170754.728865
KZN - eThekwini Metropolitan Municipality,Female,20-24,153632.024972,152606.939758,154819.190742,159893.735621,166409.471288
KZN - eThekwini Metropolitan Municipality,Female,25-29,170689.005069,166524.727168,162897.551226,159601.529242,157563.033585
KZN - eThekwini Metropolitan Municipality,Female,30-34,183243.801720,180935.210098,178254.508464,175621.508570,172999.786758
KZN - eThekwini Metropolitan Municipality,Female,35-39,179556.798297,181587.160873,182921.459186,183269.350028,181290.561529
KZN - eThekwini Metropolitan Municipality,Female,40-44,150075.169293,156089.096365,161943.668957,167057.164545,171616.068929
KZN - eThekwini Metropolitan Municipality,Female,45-49,127520.256553,129645.943666,131782.958241,134714.745129,139249.326432
KZN - eThekwini Metropolitan Municipality,Female,50-54,103293.609155,106938.701469,111075.537100,115124.197212,118974.690324
KZN - eThekwini Metropolitan Municipality,Female,55-59,92513.036029,93131.946253,93711.984071,94525.048398,95976.149016
KZN - eThekwini Metropolitan Municipality,Female,60-64,77027.865204,79484.773828,81821.444658,84040.517890,85866.192889
KZN - eThekwini Metropolitan Municipality,Female,65-69,60278.464823,62207.725154,64064.638668,66010.536565,68028.547105
KZN - eThekwini Metropolitan Municipality,Female,70-74,46135.108160,47083.753268,48293.218919,49645.884927,51105.586276
KZN - eThekwini Metropolitan Municipality,Female,75-79,29064.001148,31354.236753,33341.839369,34959.848177,36106.780203
KZN - eThekwini Metropolitan Municipality,Female,80+,14355.116355,15574.430939,16902.385102,18313.967757,19814.795343
MP - Gert Sibande District Municipality (DC30),Male,0-4,63253.928739,64057.819044,64004.183765,63312.976757,62424.223091
MP - Gert Sibande District Municipality (DC30),Male,5-9,57432.886162,57952.678437,59222.192619,60939.013680,62524.636120
MP - Gert Sibande District Municipality (DC30),Male,10-14,63305.449848,62253.590114,60870.244935,59594.985436,58898.252066
MP - Gert Sibande District Municipality (DC30),Male,15-19,55512.096392,58316.018865,60665.454344,62364.720769,63139.999039
MP - Gert Sibande District Municipality (DC30),Male,20-24,51738.038935,51682.102580,51941.660400,52666.446045,53910.401260
MP - Gert Sibande District Municipality (DC30),Male,25-29,59093.596599,57975.928848,57478.547883,57209.198324,56937.340085
MP - Gert Sibande District Municipality (DC30),Male,30-34,65977.703583,65332.521353,64287.508622,63249.024068,62476.174482
MP - Gert Sibande District Municipality (DC30),Male,35-39,60983.379302,63066.235029,64904.339025,66263.481363,66487.042216
MP - Gert Sibande District Municipality (DC30),Male,40-44,43229.841516,46700.689714,50268.632060,53564.862480,56808.980142
MP - Gert Sibande District Municipality (DC30),Male,45-49,31786.551300,32913.893811,34249.007719,36062.694882,38633.134759
MP - Gert Sibande District Municipality (DC30),Male,50-54,24575.970456,25689.393134,26816.600100,28009.514705,29071.672413
MP - Gert Sibande District Municipality (DC30),Male,55-59,20091.886177,20369.774669,20718.308567,21203.332902,21961.869865
MP - Gert Sibande District Municipality (DC30),Male,60-64,15592.149053,16148.669828,16705.721225,17232.720299,17689.557722
MP - Gert Sibande District Municipality (DC30),Male,65-69,11517.061545,11817.209988,12133.855775,12502.768213,12919.104931
MP - Gert Sibande District Municipality (DC30),Male,70-74,7736.299201,8084.930813,8421.761748,8742.904749,9027.491705
MP - Gert Sibande District Municipality (DC30),Male,75-79,4670.459045,4827.775515,5024.384612,5263.930357,5539.748892
MP - Gert Sibande District Municipality (DC30),Male,80+,5788.757633,5999.105099,6214.468789,6446.926096,6694.647892
MP - Gert Sibande District Municipality (DC30),Female,0-4,61985.955969,62768.849749,62765.016738,62131.259055,61277.988966
MP - Gert Sibande District Municipality (DC30),Female,5-9,56856.841490,57334.814296,58514.247963,60140.322453,61685.184583
MP - Gert Sibande District Municipality (DC30),Female,10-14,62959.956320,61877.350325,60534.748710,59300.194764,58621.546418
MP - Gert Sibande District Municipality (DC30),Female,15-19,55595.121692,58284.545133,60548.641222,62218.605282,62974.605699
MP - Gert Sibande District Municipality (DC30),Female,20-24,50822.661498,50395.207789,50386.513460,51034.269070,52389.306927
MP - Gert Sibande District Municipality (DC30),Female,25-29,53856.644638,53311.145711,53005.424969,52565.718595,51964.687762
MP - Gert Sibande District Municipality (DC30),Female,30-34,58114.909006,57641.948008,56963.686446,56384.142801,55974.946078
MP - Gert Sibande District Municipality (DC30),Female,35-39,54291.370773,56021.079703,57489.992645,58515.254008,58632.625520
MP - Gert Sibande District Municipality (DC30),Female,40-44,41429.618139,44060.851067,46813.434436,49434.524174,51944.380270
MP - Gert Sibande District Municipality (DC30),Female,45-49,33682.399771,34356.824579,35152.839389,36347.425973,38220.720446
MP - Gert Sibande District Municipality (DC30),Female,50-54,27772.024478,28607.956202,29565.357577,30553.125583,31580.704403
MP - Gert Sibande District Municipality (DC30),Female,55-59,24524.451324,24818.156788,25114.190748,25427.775985,25839.045470
MP - Gert Sibande District Municipality (DC30),Female,60-64,20084.826051,20736.751119,21368.947912,21998.048587,22558.378822
MP - Gert Sibande District Municipality (DC30),Female,65-69,15503.615830,16042.181148,16541.232968,17058.219179,17598.229138
MP - Gert Sibande District Municipality (DC30),Female,70-74,11543.026607,11877.942699,12294.261379,12732.630887,13168.392097
MP - Gert Sibande District Municipality (DC30),Female,75-79,7715.584654,8138.122737,8511.874749,8855.222113,9171.062164
MP - Gert Sibande District Municipality (DC30),Female,80+,9572.673764,9886.529852,10248.788638,10639.480964,11059.120022
MP - Nkangala District Municipality (DC31),Male,0-4,74301.644944,75317.532874,75544.446167,75187.934185,74666.735773
MP - Nkangala District Municipality (DC31),Male,5-9,69527.646227,70022.412718,71255.925863,72955.000410,74583.725349
MP - Nkangala District Municipality (DC31),Male,10-14,77268.830696,76309.686860,74884.561324,73535.641574,72750.537492
MP - Nkangala District Municipality (DC31),Male,15-19,67330.247465,71493.038233,75018.873339,77492.146688,78617.930454
MP - Nkangala District Municipality (DC31),Male,20-24,67708.981094,67177.704334,67236.020954,68192.960649,70014.470595
MP - Nkangala District Municipality (DC31),Male,25-29,82291.928347,80644.299624,79726.999975,79082.235034,78503.768675
MP - Nkangala District Municipality (DC31),Male,30-34,93118.594771,92626.589639,91647.868795,90609.654320,89789.904318
MP - Nkangala District Municipality (DC31),Male,35-39,88975.441523,91631.853034,94015.480546,95858.987259,96236.595435
MP - Nkangala District Municipality (DC31),Male,40-44,66795.664275,71708.216155,76595.580413,81027.324063,85410.408060
MP - Nkangala District Municipality (DC31),Male,45-49,48376.107126,50833.773085,53587.591621,56904.716685,61104.512748
MP - Nkangala District Municipality (DC31),Male,50-54,34976.934623,37103.193192,39330.146532,41742.856389,44046.893777
MP - Nkangala District Municipality (DC31),Male,55-59,26918.376333,27493.038620,28229.850915,29235.080828,30725.083939
MP - Nkangala District Municipality (DC31),Male,60-64,20638.185320,21298.010564,21994.355298,22703.537523,23380.958958
MP - Nkangala District Municipality (DC31),Male,65-69,15545.720089,15848.175943,16154.738134,16530.185120,16976.269256
MP - Nkangala District Municipality (DC31),Male,70-74,10105.439798,10686.596277,11223.871363,11686.898721,12047.253062
MP - Nkangala District Municipality (DC31),Male,75-79,5060.207216,5303.435500,5647.874841,6108.993269,6677.030957
MP - Nkangala District Municipality (DC31),Male,80+,3408.142037,3447.429751,3503.864723,3579.569521,3670.427676
MP - Nkangala District Municipality (DC31),Female,0-4,72520.464844,73498.321165,73772.189032,73471.820607,72981.701829
MP - Nkangala District Municipality (DC31),Female,5-9,68294.117493,68743.383831,69897.059569,71535.429566,73171.439093
MP - Nkangala District Municipality (DC31),Female,10-14,75697.172131,74751.728978,73399.411181,72095.308547,71332.574963
MP - Nkangala District Municipality (DC31),Female,15-19,65629.531902,69512.437153,72910.546013,75441.675801,76688.350754
MP - Nkangala District Municipality (DC31),Female,20-24,63206.706251,62313.603202,62035.933221,62799.203394,64648.145223
MP - Nkangala District Municipality (DC31),Female,25-29,70382.633123,69578.573858,69048.152719,68332.640011,67431.727028
MP - Nkangala District Municipality (DC31),Female,30-34,77249.602180,76811.903269,76120.438311,75519.895161,75089.054709
MP - Nkangala District Municipality (DC31),Female,35-39,73979.300341,76085.528266,77943.390811,79308.872783,79528.077452
MP - Nkangala District Municipality (DC31),Female,40-44,59203.882772,62520.868338,65882.245023,69052.418538,72133.931572
MP - Nkangala District Municipality (DC31),Female,45-49,48347.157912,49697.367159,51149.780563,53017.030127,55643.787022
MP - Nkangala District Municipality (DC31),Female,50-54,38468.922341,40096.527424,41897.733737,43728.206040,45594.702991
MP - Nkangala District Municipality (DC31),Female,55-59,32631.780727,33364.267983,34110.487005,34918.508160,35902.986131
MP - Nkangala District Municipality (DC31),Female,60-64,25471.907944,26600.442573,27774.732333,28953.567060,30024.679960
MP - Nkangala District Municipality (DC31),Female,65-69,20114.340347,20646.796148,21130.255653,21735.372553,22490.693228
MP - Nkangala District Municipality (DC31),Female,70-74,14431.738019,15186.123127,15973.906887,16654.161700,17211.514494
MP - Nkangala District Municipality (DC31),Female,75-79,9224.738006,9529.561832,9938.860501,10503.461166,11219.958373
MP - Nkangala District Municipality (DC31),Female,80+,10461.789753,10784.880933,11162.297973,11571.787737,12013.583795
 MP - Ehlanzeni District Municipality (DC32),Male,0-4,101008.724443,100040.599889,98516.396735,96688.555735,94887.004731
 MP - Ehlanzeni District Municipality (DC32),Male,5-9,97245.831250,97238.097661,97515.264347,97925.085359,98216.530691
 MP - Ehlanzeni District Municipality (DC32),Male,10-14,98025.710407,97551.892728,96858.676648,95908.912800,95010.082138
 MP - Ehlanzeni District Municipality (DC32),Male,15-19,84251.911122,85891.910256,87697.447743,89904.228424,91869.237437
 MP - Ehlanzeni District Municipality (DC32),Male,20-24,70081.423649,69090.860334,68130.873937,67379.937149,67345.688296
 MP - Ehlanzeni District Municipality (DC32),Male,25-29,71436.978124,69414.252069,67698.538441,65828.845228,63570.390448
 MP - Ehlanzeni District Municipality (DC32),Male,30-34,74261.741376,73204.558630,71604.107836,69791.798376,67887.636215
 MP - Ehlanzeni District Municipality (DC32),Male,35-39,67145.410290,68682.243963,70118.367739,71026.811200,70602.142620
 MP - Ehlanzeni District Municipality (DC32),Male,40-44,52632.802663,54904.141014,57095.362409,59059.370749,61188.173022
 MP - Ehlanzeni District Municipality (DC32),Male,45-49,42421.517775,43345.441102,44361.841303,45670.753072,47507.748803
 MP - Ehlanzeni District Municipality (DC32),Male,50-54,32832.328831,34427.102234,35945.302835,37406.827541,38523.559366
 MP - Ehlanzeni District Municipality (DC32),Male,55-59,25673.489765,26270.716317,26896.319356,27674.914253,28806.337405
 MP - Ehlanzeni District Municipality (DC32),Male,60-64,18096.893355,19104.480203,20202.098318,21256.657739,22155.948925
 MP - Ehlanzeni District Municipality (DC32),Male,65-69,13610.504772,13720.240607,13868.001229,14180.912689,14694.154316
 MP - Ehlanzeni District Municipality (DC32),Male,70-74,9656.901977,10049.072888,10407.610708,10687.312883,10862.848357
 MP - Ehlanzeni District Municipality (DC32),Male,75-79,5593.605015,5633.413074,5819.751866,6162.038742,6640.952736
 MP - Ehlanzeni District Municipality (DC32),Male,80+,5906.163196,5876.035926,5892.110527,5952.271678,6045.855233
 MP - Ehlanzeni District Municipality (DC32),Female,0-4,98776.178594,97867.216553,96481.807863,94773.493017,93042.121732
 MP - Ehlanzeni District Municipality (DC32),Female,5-9,96133.714398,96118.232446,96324.661043,96670.502531,96987.092765
 MP - Ehlanzeni District Municipality (DC32),Female,10-14,97656.012505,96918.993977,96196.397122,95392.035104,94674.242035
 MP - Ehlanzeni District Municipality (DC32),Female,15-19,85066.065038,87050.896384,88763.270533,90474.325971,91755.943374
 MP - Ehlanzeni District Municipality (DC32),Female,20-24,73927.717202,72487.664838,71425.710958,70979.655645,71400.166143
 MP - Ehlanzeni District Municipality (DC32),Female,25-29,75136.247836,73554.081248,72027.702577,70086.284378,67736.339885
 MP - Ehlanzeni District Municipality (DC32),Female,30-34,78335.890993,77351.286355,75977.854387,74560.981913,73104.973930
 MP - Ehlanzeni District Municipality (DC32),Female,35-39,71095.615560,72854.473041,74548.048215,75676.666715,75483.717733
 MP - Ehlanzeni District Municipality (DC32),Female,40-44,59795.273258,61335.097897,62911.283815,64530.516316,66392.405217
 MP - Ehlanzeni District Municipality (DC32),Female,45-49,53410.517047,53675.437791,53918.748974,54432.211887,55524.831254
 MP - Ehlanzeni District Municipality (DC32),Female,50-54,44850.959295,46231.036904,47623.017095,48856.392125,49942.516669
 MP - Ehlanzeni District Municipality (DC32),Female,55-59,38369.234623,39274.243480,40072.601583,40824.236408,41653.492371
 MP - Ehlanzeni District Municipality (DC32),Female,60-64,28552.822354,30106.540961,31847.063238,33570.532339,35043.478447
