Name ,Sex,Age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
KZN - Zululand District Municipality (DC26),Female,50-54,13833.504559,14210.818696,14594.106124,14864.397443,15025.841072,15122.330933,15194.810307,15198.576965,15242.060332,15346.360895,15670.004930,15979.639512,16261.539149,16464.899552,16534.579151,16431.978006,16216.196338,15970.483892,15754.784254,15603.041431
KZN - Zululand District Municipality (DC26),Female,55-59,10415.515927,10824.175856,11263.315766,11683.810586,12049.496330,12403.126644,12691.467356,12998.317492,13267.089029,13480.389379,13685.289841,13892.589032,14029.815316,14179.411607,14373.860364,14687.924335,14993.426259,15276.936908,15499.557914,15520.167140
KZN - Zululand District Municipality (DC26),Female,60-64,9531.939726,9311.256348,9124.787526,9056.880934,9169.033438,9426.160151,9770.487478,10139.298774,10540.279536,10914.529288,11283.541259,11606.992542,11960.807996,12270.503342,12530.149568,12710.772679,12894.725287,13018.517647,13162.225995,13220.978618
KZN - Zululand District Municipality (DC26),Female,65-69,8231.460921,8410.733584,8614.271342,8711.578314,8659.520025,8499.496395,8291.533001,8121.766029,8108.889538,8255.450650,8537.066390,8898.652447,9271.840996,9633.707340,9974.855033,10307.994141,10592.129819,10895.155688,11149.267264,11206.796558
KZN - Zululand District Municipality (DC26),Female,70-74,7683.298169,7364.308915,7116.892558,7023.396040,7070.547194,7225.687543,7454.814983,7595.702476,7646.807158,7567.832143,7372.725505,7184.978338,7100.798217,7151.164859,7338.450958,7615.899055,7924.849223,8227.836600,8522.570353,8667.524213
KZN - Zululand District Municipality (DC26),Female,75-79,5579.446254,5993.928884,6271.213080,6379.700930,6269.691263,5924.064813,5667.091821,5531.743853,5618.357198,5879.648123,6123.475308,6341.883580,6461.238968,6439.870885,6265.264845,6074.871749,5986.363898,6016.693067,5938.884316,5987.737597
KZN - Zululand District Municipality (DC26),Female,80+,3825.933486,4148.959473,4457.426541,4772.254083,5093.986728,5528.119799,5957.994740,6336.279284,6769.261990,7219.195292,7425.121621,7625.428725,7824.332091,8030.932489,8249.164815,8345.730185,8458.392472,8578.494580,8705.434399,8832.875627
KZN - uMkhanyakude District Municipality (DC27),Male,0-4,40135.995529,40026.242525,40652.456129,41868.523584,43435.648843,45252.132962,46866.076735,47698.948977,47945.088070,47729.884968,47335.592185,46979.515502,46765.797105,46587.974006,46375.766824,46186.439725,45969.508915,45609.136964,45201.753212,44902.840822
KZN - uMkhanyakude District Municipality (DC27),Male,5-9,43524.241823,41908.716958,40544.970562,39338.093731,38425.142064,37855.544385,37855.270094,38579.547021,39820.512294,41167.521908,42610.969161,43976.289263,44727.349460,45144.390311,45306.599991,45196.629196,44984.982929,44794.788705,44506.357830,44049.130063
KZN - uMkhanyakude District Municipality (DC27),Male,10-14,45772.523622,45130.257154,44144.002772,43026.780532,41909.215734,40590.093917,39177.954031,37924.151729,36808.066905,36074.475825,35732.693870,35976.274031,36718.705085,37701.021264,38724.618785,39922.295228,41195.187837,41943.878057,42366.165847,42588.462168
KZN - uMkhanyakude District Municipality (DC27),Male,15-19,38865.192130,39771.130786,40826.903527,41820.931722,42147.116971,41172.031321,40147.846936,39301.497169,38810.232415,38476.433136,36839.755562,35082.895819,33884.299106,33284.892294,33206.551432,32485.941286,32315.440677,32947.828747,34145.574380,35525.893734
KZN - uMkhanyakude District Municipality (DC27),Male,20-24,23230.014100,25171.711581,26826.270758,28059.433565,29312.629455,31010.267821,32311.525425,33183.205911,33496.843946,33178.026516,33270.248896,33081.168149,32492.522056,31634.803263,30723.533526,29998.789153,28942.694993,27900.169125,26866.689475,26099.780918
KZN - uMkhanyakude District Municipality (DC27),Male,25-29,14850.033988,15223.797361,15701.638294,16384.856205,17302.446835,18674.044722,20164.016536,21581.410916,22830.197579,24041.170947,25534.822313,26692.264141,27559.701044,28000.825681,27788.077339,27985.017723,27891.856024,27439.370743,26634.159846,25515.649643
KZN - uMkhanyakude District Municipality (DC27),Male,30-34,11903.489107,12032.073567,12158.595371,12327.332365,12439.502392,12687.663828,13038.263753,13521.241690,14194.044014,15119.430468,16310.991340,17675.420098,19077.572428,20381.418473,21645.876449,22901.951754,23931.415088,24814.275449,25354.723466,25223.332860
KZN - uMkhanyakude District Municipality (DC27),Male,35-39,10368.316125,10190.188614,10018.796730,9859.298955,9784.391078,9897.413793,10022.087046,10142.100198,10303.225481,10483.083156,10847.035816,11302.288429,11860.278788,12575.616133,13535.588074,14709.831118,16050.388426,17412.520816,18653.789463,19820.168807
KZN - uMkhanyakude District Municipality (DC27),Male,40-44,8875.637179,8871.573121,8805.264208,8683.328168,8510.407797,8409.861028,8273.536297,8156.474192,8064.628318,8067.217223,8254.136745,8464.190546,8693.530511,8981.793850,9285.842420,9672.238175,10142.405256,10714.418226,11437.340503,12342.481399
KZN - uMkhanyakude District Municipality (DC27),Male,45-49,7027.276351,7094.799887,7147.012316,7156.650997,7115.292104,7147.323063,7168.355864,7151.302662,7101.443873,7031.397354,7030.455817,7007.126449,7004.270971,7025.793846,7128.289021,7336.462277,7564.969139,7801.623035,8093.224867,8368.539033
KZN - uMkhanyakude District Municipality (DC27),Male,50-54,5820.451737,5816.388282,5771.131359,5715.080706,5658.743176,5672.130129,5720.980112,5783.728792,5841.569369,5885.835108,5975.846645,6062.348699,6127.230410,6167.771501,6187.462128,6193.712956,6185.589272,6196.912283,6239.958018,6325.161105
KZN - uMkhanyakude District Municipality (DC27),Male,55-59,4448.268370,4525.360401,4636.245633,4722.442590,4760.190846,4797.333813,4775.599292,4730.785252,4696.667436,4688.528134,4746.953868,4843.188340,4954.237367,5058.296351,5148.741039,5214.004738,5278.095474,5324.069775,5355.447924,5337.391711
KZN - uMkhanyakude District Municipality (DC27),Male,60-64,4449.598483,4226.545549,3981.281188,3795.056890,3709.524920,3690.503142,3738.914825,3818.095822,3892.302587,3943.645184,3991.579487,3996.051363,3988.787911,3994.932008,4025.676442,4049.169478,4102.289840,4167.697355,4230.914407,4226.186628
KZN - uMkhanyakude District Municipality (DC27),Male,65-69,3184.576161,3347.672837,3539.814775,3635.659967,3598.104931,3478.464825,3296.485957,3119.828562,3004.378739,2963.927092,2984.267747,3053.269211,3137.291935,3207.335983,3258.037152,3269.642560,3239.887843,3199.399399,3169.378087,3101.802329
KZN - uMkhanyakude District Municipality (DC27),Male,70-74,3034.288491,2711.900579,2434.268640,2298.347938,2306.787885,2433.221573,2584.831500,2698.872594,2726.348957,2661.451894,2566.936988,2455.582922,2365.358272,2317.174993,2316.431389,2334.099056,2374.797091,2408.776261,2417.233529,2346.673883
KZN - uMkhanyakude District Municipality (DC27),Male,75-79,1945.522895,2188.910571,2339.247217,2336.785387,2134.918427,1895.334552,1692.857046,1563.272737,1550.393031,1656.286599,1782.510990,1893.885134,1967.638175,1978.917539,1916.970050,1790.884406,1691.104320,1629.554253,1558.574369,1518.303637
KZN - uMkhanyakude District Municipality (DC27),Male,80+,1239.895091,1264.879251,1282.405508,1307.563256,1344.606217,1468.812847,1592.557185,1716.902942,1848.281945,1985.730456,2007.617453,2029.899860,2049.215819,2082.277347,2128.846167,2113.301409,2101.131433,2090.947556,2081.321389,2068.135949
KZN - uMkhanyakude District Municipality (DC27),Female,0-4,40034.854864,39917.590755,40502.308934,41665.147533,43170.717251,44961.098044,46559.968009,47370.840623,47533.975061,47208.985605,46784.938177,46447.583877,46272.444130,46130.987401,45949.834670,45856.997345,45656.138441,45254.189800,44757.061555,44305.019095
KZN - uMkhanyakude District Municipality (DC27),Female,5-9,43635.166831,42328.637239,41150.850897,40044.607240,39168.171323,38622.423375,38612.173513,39261.435053,40408.632599,41693.225738,43186.979272,44569.345165,45280.043349,45624.797932,45661.227261,45504.964346,45328.480270,45197.312614,44947.267738,44476.335432
KZN - uMkhanyakude District Municipality (DC27),Female,10-14,45476.354724,45051.708968,44445.197067,43794.445376,43101.620514,41932.455548,40598.301131,39417.620306,38428.697540,37802.446506,37382.062419,37500.684061,38190.766831,39219.002475,40354.029605,41568.128237,42822.630083,43556.882724,44020.859552,44269.545213
KZN - uMkhanyakude District Municipality (DC27),Female,15-19,39924.256556,40846.204855,41794.189714,42611.465975,42843.972379,42281.107134,41689.401377,41116.806266,40718.344061,40375.141472,39087.743197,37608.716246,36506.701447,35813.518479,35563.132695,34983.862621,34907.329627,35520.132894,36595.402736,37856.146649
KZN - uMkhanyakude District Municipality (DC27),Female,20-24,27606.676431,29144.754859,30659.375056,32022.049779,33409.315929,34708.632555,35774.298998,36569.151052,36996.425350,36872.695974,36870.133924,36680.786300,36249.700324,35659.557118,35014.960094,34261.699526,33176.652007,32168.930644,31240.643592,30549.162380
KZN - uMkhanyakude District Municipality (DC27),Female,25-29,21715.612021,21737.546743,21770.269045,22014.607423,22648.907367,23938.536433,25389.962194,26883.961866,28106.173237,29230.022000,30552.299369,31639.749671,32432.563324,32804.366254,32578.217652,32821.925809,32850.416648,32530.353999,31843.532320,30833.950848
KZN - uMkhanyakude District Municipality (DC27),Female,30-34,19584.189304,19518.407950,19438.918691,19371.689228,19346.919301,19417.883243,19402.424406,19609.004467,20072.726537,20891.324500,22065.589657,23421.378601,24873.935049,26252.138679,27540.561302,28655.801267,29624.417082,30466.809023,31029.740671,30933.655808
KZN - uMkhanyakude District Municipality (DC27),Female,35-39,17329.080549,17373.236162,17388.510801,17267.913170,17027.349738,16952.305087,16946.228747,17002.854104,17069.038095,17224.058081,17538.750978,17783.738626,18128.961284,18664.412635,19543.230004,20773.644782,22185.875670,23635.042066,24961.023041,26159.766877
KZN - uMkhanyakude District Municipality (DC27),Female,40-44,14947.153599,15008.230225,14937.437269,14844.452615,14755.866912,14788.871653,14843.140763,14953.123743,15004.565781,15006.009074,15119.260778,15320.942158,15538.495950,15769.659625,16070.712666,16407.179874,16679.309026,17057.473226,17643.671133,18519.516170
KZN - uMkhanyakude District Municipality (DC27),Female,45-49,11361.676374,11809.826826,12221.401498,12508.467909,12636.973043,12850.893593,12915.764882,12935.616348,13006.507909,13133.045479,13297.703850,13501.838502,13741.553945,13927.818797,14069.946827,14217.678993,14432.255619,14647.421797,14882.310165,15151.351340
KZN - uMkhanyakude District Municipality (DC27),Female,50-54,9391.017709,9432.370416,9447.093249,9477.300541,9585.467912,9832.368068,10207.606458,10594.747011,10941.876155,11205.453490,11524.912020,11723.832558,11867.551847,12034.410124,12245.711450,12441.512950,12675.644689,12934.283692,13146.381748,13265.668080
KZN - uMkhanyakude District Municipality (DC27),Female,55-59,6871.504284,7228.710145,7643.978516,7996.166199,8212.501665,8339.069499,8338.255551,8337.443373,8407.210235,8585.934785,8876.536955,9295.073856,9723.240282,10106.930316,10413.666943,10718.320663,10915.132381,11063.661073,11242.422539,11405.355684
KZN - uMkhanyakude District Municipality (DC27),Female,60-64,6923.030827,6553.691000,6207.171405,5996.495856,5989.802475,6146.819568,6446.115117,6796.368046,7125.672172,7356.023111,7525.502868,7585.894761,7646.713758,7755.691841,7957.681283,8215.976411,8591.943351,8976.082484,9323.255169,9509.808237
KZN - uMkhanyakude District Municipality (DC27),Female,65-69,6396.303731,6459.864505,6534.787450,6505.605482,6338.067314,6062.095843,5720.090391,5409.577845,5256.699869,5279.707597,5473.959547,5801.043404,6158.837701,6464.799963,6687.653539,6810.961050,6837.122009,6885.772595,6991.916961,7082.291341
KZN - uMkhanyakude District Municipality (DC27),Female,70-74,6125.500951,5828.117353,5576.200756,5442.467622,5417.826721,5471.995552,5594.397755,5633.296220,5572.727213,5386.245269,5093.781199,4772.849587,4555.899828,4503.785946,4617.575093,4857.783633,5160.405664,5427.440684,5614.996195,5637.448259
KZN - uMkhanyakude District Municipality (DC27),Female,75-79,3863.608341,4295.294411,4606.328979,4756.138898,4692.807101,4338.809744,4071.308481,3929.343248,3988.472553,4211.877945,4505.345722,4743.074574,4832.115164,4725.112648,4412.585300,4030.796512,3751.404058,3627.404581,3548.278291,3656.102787
KZN - uMkhanyakude District Municipality (DC27),Female,80+,2617.012331,2766.167367,2900.210222,3033.677115,3167.103284,3376.956487,3586.200962,3766.324319,3980.468331,4205.354608,4299.837223,4392.130402,4484.556999,4582.199668,4687.137551,4741.742717,4805.499711,4873.488546,4945.366209,5017.532517
KZN - King Cetshwayo District Municipality (DC28),Male,0-4,54076.439700,52418.202592,51433.150972,51093.013570,51211.864022,52041.833788,53528.723614,54880.252149,56134.625153,57084.906382,57984.453268,58494.645579,58703.158690,58551.368112,58163.266843,58146.269370,57892.906746,57310.756400,56581.413371,55973.463901
KZN - King Cetshwayo District Municipality (DC28),Male,5-9,60968.541338,59104.675188,57300.396076,55383.915707,53528.947993,51876.002455,50498.501981,49608.931134,49288.540535,49496.090668,50515.442408,52028.033311,53382.458361,54683.238465,55596.662757,56050.373981,56389.656089,56733.753803,56892.262725,56731.058182
KZN - King Cetshwayo District Municipality (DC28),Male,10-14,61821.435411,61651.469439,61146.685134,60414.163585,59509.572253,58164.938646,56560.143866,55016.803937,53314.749500,51593.682899,49981.466582,48786.164314,48001.073051,47724.431505,48049.784953,49153.364775,50811.164916,52125.008735,53151.762835,53935.600429
KZN - King Cetshwayo District Municipality (DC28),Male,15-19,54601.301295,55179.663698,56211.133064,57489.523554,58182.909117,57266.892540,56506.177045,56083.455143,56113.019660,56241.220747,54368.875458,52302.221248,50852.664742,49839.550926,49067.784536,46915.337493,45172.237344,44389.041307,44681.036467,45741.144069
KZN - King Cetshwayo District Municipality (DC28),Male,20-24,38023.053520,39551.824954,40893.903717,41826.672800,42936.034628,44622.269888,45909.195146,46860.665109,47354.211233,47247.104420,47717.378029,47971.080902,47771.831773,47214.687219,46528.947330,45819.057075,44630.413147,43351.983682,41749.947141,40104.900693
KZN - King Cetshwayo District Municipality (DC28),Male,25-29,31054.281612,30535.356484,29903.199848,29531.255379,29672.210995,30730.336443,32048.975475,33329.571974,34424.079389,35568.230561,37229.419838,38527.753904,39597.908643,40283.534144,40254.695509,40847.448759,41165.060116,41053.102506,40437.648505,39313.329287
KZN - King Cetshwayo District Municipality (DC28),Male,30-34,24869.679426,25691.529983,26372.445967,26763.934429,26548.858206,26327.107836,25941.517705,25569.335028,25478.152102,25896.221265,26915.496607,28229.838018,29612.443812,30870.273672,32147.120892,33584.644526,34790.943105,35891.528950,36637.330156,36582.444340
KZN - King Cetshwayo District Municipality (DC28),Male,35-39,20875.824599,20565.672700,20322.207008,20215.555018,20381.245962,20885.335166,21516.023220,22104.453243,22528.795658,22602.820411,22651.595403,22586.904911,22579.022231,22847.138660,23575.077946,24551.205380,25815.389656,27192.937323,28480.336781,29735.083899
KZN - King Cetshwayo District Municipality (DC28),Male,40-44,17889.471524,17883.044194,17781.135430,17574.881589,17280.518357,17088.710071,16813.949411,16587.921822,16475.152027,16656.977790,17364.179338,18196.010739,18985.171468,19629.848710,19966.250324,20183.753182,20291.200802,20398.599828,20700.231036,21333.783091
KZN - King Cetshwayo District Municipality (DC28),Male,45-49,15253.528927,15194.914678,15092.821518,14954.641837,14785.353734,14696.600797,14625.904066,14521.813387,14385.410215,14227.337682,14216.290543,14168.556567,14209.314060,14385.445869,14813.452927,15447.189057,16199.239359,16935.322224,17586.828453,17898.531882
KZN - King Cetshwayo District Municipality (DC28),Male,50-54,12508.828782,12637.839419,12684.709303,12656.757212,12553.849826,12500.221844,12437.372436,12347.934188,12249.873015,12166.603517,12228.635699,12315.167231,12380.573502,12416.501603,12438.442547,12435.936983,12404.209973,12428.272317,12568.777541,12870.642763
KZN - King Cetshwayo District Municipality (DC28),Male,55-59,9136.051344,9350.702234,9600.794648,9822.982774,9991.963813,10179.941272,10285.080105,10355.781210,10403.393502,10417.609112,10474.052223,10522.579763,10557.571819,10589.777566,10633.032100,10629.398174,10642.458967,10639.196808,10627.774115,10539.495315
KZN - King Cetshwayo District Municipality (DC28),Male,60-64,7656.830392,7489.383317,7305.680593,7180.896943,7164.069800,7254.008364,7419.664138,7616.398389,7813.809046,8002.906609,8266.745298,8476.088426,8654.863886,8794.056382,8888.119697,8872.398309,8847.649998,8808.148268,8767.562165,8614.952091
KZN - King Cetshwayo District Municipality (DC28),Male,65-69,5343.402108,5534.761517,5746.161064,5857.743526,5827.680075,5765.287415,5637.649092,5514.567041,5456.589552,5484.047533,5628.980364,5835.743287,6065.783120,6291.148242,6510.655333,6647.080884,6737.800001,6802.691579,6835.004019,6711.600047
KZN - King Cetshwayo District Municipality (DC28),Male,70-74,4047.407436,3830.848999,3633.545369,3544.089987,3559.651535,3728.610122,3925.254490,4093.657752,4178.414132,4161.114528,4143.397540,4095.083255,4067.540379,4089.579638,4172.721662,4231.241395,4296.991750,4363.148726,4422.113130,4375.913806
KZN - King Cetshwayo District Municipality (DC28),Male,75-79,2585.534460,2715.972370,2775.685610,2715.905346,2508.924320,2324.932531,2174.318877,2087.231456,2115.556157,2259.377535,2494.721341,2708.096759,2871.534249,2951.275333,2930.523233,2872.972453,2825.879706,2785.105897,2656.191255,2509.595652
KZN - King Cetshwayo District Municipality (DC28),Male,80+,1519.704182,1548.777832,1568.485859,1597.250015,1640.167068,1666.459875,1691.585436,1716.836088,1748.291871,1784.169266,1817.896195,1851.289556,1881.340914,1923.498530,1977.816389,1979.332147,1983.652750,1989.537176,1995.664060,1998.072069
KZN - King Cetshwayo District Municipality (DC28),Female,0-4,53098.680889,51484.400108,50412.521850,49892.628062,49785.317888,50534.736209,52037.419039,53487.312419,54844.233066,55900.571271,56822.451959,57322.552570,57464.350550,57187.812979,56651.335734,56560.300986,56262.943370,55687.376616,54996.090900,54385.287281
KZN - King Cetshwayo District Municipality (DC28),Female,5-9,59242.638446,57614.538598,56047.348656,54369.485073,52686.099188,51156.226847,49820.209124,48854.228924,48416.451464,48570.287597,49619.941523,51165.581674,52555.029739,53888.988902,54756.502293,55143.523669,55448.901447,55737.826238,55817.449554,55584.926140
KZN - King Cetshwayo District Municipality (DC28),Female,10-14,60392.400444,59890.134672,59306.287994,58710.303264,58057.780167,56926.753769,55506.662661,54177.038367,52768.469159,51287.980001,49665.630102,48325.951472,47432.632388,47151.900492,47577.779606,48742.622576,50410.926863,51766.669433,52883.308964,53680.404055
KZN - King Cetshwayo District Municipality (DC28),Female,15-19,55158.678694,55136.287098,55475.281864,56029.834584,56163.749848,55881.584605,55605.140241,55335.245401,55254.435802,55197.459193,53880.123564,52333.624831,51134.573263,50058.764361,49054.355454,47228.203484,45676.377247,44834.281822,44865.386421,45650.145639
KZN - King Cetshwayo District Municipality (DC28),Female,20-24,42487.853987,43031.633434,43504.527612,43812.510067,44273.064217,45630.350052,46943.874984,48165.862478,49096.234051,49393.141108,49668.820990,49751.306940,49591.916773,49288.582161,48920.397350,48164.055777,47004.375611,45896.111598,44594.647110,43177.135533
KZN - King Cetshwayo District Municipality (DC28),Female,25-29,36920.237463,36228.794837,35104.626429,34029.289906,33396.655461,34329.381732,35471.572137,36696.214577,37673.942592,38733.900283,40324.360860,41793.794642,42996.679558,43709.377949,43695.297083,44414.008855,44860.887703,44801.479732,44203.724712,43155.491424
KZN - King Cetshwayo District Municipality (DC28),Female,30-34,30466.023320,30971.586756,31561.219035,31878.689896,31731.056356,31578.879607,30972.798406,30504.487296,30361.201438,30738.232124,31610.778745,32707.029953,33984.421143,35302.742512,36674.720650,37917.448664,39174.356624,40456.703262,41495.335303,41708.605358
KZN - King Cetshwayo District Municipality (DC28),Female,35-39,28438.801570,27669.524725,26853.764425,26097.227053,25545.505988,25656.679601,26207.507870,26958.837086,27519.131706,27856.362632,28184.373816,28124.858451,28019.227963,28116.316347,28694.098935,29689.247248,30885.231898,32149.932439,33369.727770,34607.263949
KZN - King Cetshwayo District Municipality (DC28),Female,40-44,25489.950019,25471.618023,25190.595221,24731.231792,24101.164491,23616.049433,23013.509960,22513.385722,22156.431191,22058.150970,22463.479083,23299.608066,24264.573803,25080.055322,25685.497944,26076.748528,26107.319352,26094.062274,26286.944133,26854.681166
KZN - King Cetshwayo District Municipality (DC28),Female,45-49,19910.248019,20463.251819,20958.111991,21237.954679,21239.237125,21470.413868,21476.679506,21369.276395,21228.344293,21038.561167,20864.392709,20612.911770,20411.233822,20319.449815,20456.557972,20831.534650,21605.137283,22503.460130,23293.830400,23842.880582
KZN - King Cetshwayo District Municipality (DC28),Female,50-54,17581.708422,17380.186397,17100.420128,16860.539074,16786.393145,17007.767114,17462.294793,17951.031120,18382.237541,18669.319431,19060.506592,19288.403474,19416.049293,19497.512403,19530.305067,19352.511300,19098.729478,18880.833129,18783.091903,18844.310754
KZN - King Cetshwayo District Municipality (DC28),Female,55-59,12852.067935,13591.329247,14358.675776,14931.169426,15189.009455,15303.927673,15130.719655,14918.177564,14823.070571,14931.916841,15232.184584,15762.166443,16320.530626,16816.469163,17192.761968,17532.034442,17719.634073,17806.292987,17849.655995,17749.977191
KZN - King Cetshwayo District Municipality (DC28),Female,60-64,11440.228446,11055.428799,10714.055295,10578.277848,10741.222016,11195.983402,11854.420649,12545.785358,13142.489635,13507.821958,13701.530544,13639.328303,13536.662458,13509.462737,13656.968807,13877.347157,14306.663618,14760.618946,15161.118613,15300.936845
KZN - King Cetshwayo District Municipality (DC28),Female,65-69,9458.012771,9680.575505,9923.258350,10015.349594,9904.569066,9684.963111,9377.172642,9123.977063,9112.368336,9362.871952,9874.223142,10566.860108,11259.641255,11803.661731,12140.352733,12210.006419,12052.171459,11900.823165,11845.393568,11778.717448
KZN - King Cetshwayo District Municipality (DC28),Female,70-74,8370.983625,7944.964581,7603.582446,7449.622542,7471.214591,7700.856277,8028.219047,8238.234380,8310.636549,8208.195305,7977.165085,7715.340098,7613.336569,7751.177715,8123.798975,8641.033960,9240.604345,9724.817318,10002.886869,9927.333076
KZN - King Cetshwayo District Municipality (DC28),Female,75-79,5682.978479,6089.604247,6321.854287,6332.598481,6059.685892,5603.842982,5266.660473,5112.212161,5247.182271,5630.204063,6175.748172,6637.699579,6890.821520,6873.405903,6576.349688,6095.457415,5784.157624,5737.981534,5796.782420,6149.767933
KZN - King Cetshwayo District Municipality (DC28),Female,80+,4317.149164,4433.201071,4514.992196,4586.913094,4650.141303,4857.300190,5066.992237,5238.892952,5460.766734,5698.755078,5817.221627,5933.128360,6049.573150,6173.361426,6307.230656,6382.816015,6470.671361,6564.184658,6662.901519,6761.976770
KZN - iLembe District Municipality (DC29),Male,0-4,33093.933329,32443.040976,32136.209095,32165.574596,32448.692795,33207.529945,34403.776967,35536.054916,36625.734082,37529.172786,38327.272566,38847.281742,39150.364920,39201.840494,39089.252260,39280.278553,39387.854493,39335.910206,39226.804127,39214.417163
KZN - iLembe District Municipality (DC29),Male,5-9,36737.459321,35846.791543,35059.265139,34237.202599,33434.919870,32677.522396,32078.260658,31765.208714,31799.903874,32183.554097,33091.944793,34332.389113,35465.271069,36553.797415,37377.552956,37889.256327,38299.134176,38680.796244,38928.536485,38991.980821
KZN - iLembe District Municipality (DC29),Male,10-14,37972.139174,37855.534719,37575.126984,37228.952475,36851.084837,36160.277461,35337.967531,34629.115992,33869.208468,33085.692758,32270.252031,31683.272393,31396.140552,31486.459197,31983.598664,32939.716408,34254.185343,35379.981111,36345.743907,37129.395186
KZN - iLembe District Municipality (DC29),Male,15-19,34295.704800,34898.206075,35637.506283,36399.215290,36731.587189,36361.783216,36028.112265,35768.427548,35694.624973,35695.283311,34833.562322,33859.523191,33169.638266,32615.998475,32148.159283,31081.489272,30265.396121,29976.308319,30288.167421,31075.740280
KZN - iLembe District Municipality (DC29),Male,20-24,24380.896218,25650.259044,26943.335494,28054.183333,29235.158503,30329.575513,31161.249134,31875.912864,32395.658760,32496.639147,32636.724182,32668.884349,32536.433981,32327.713462,32102.484057,31574.864761,30797.311689,30086.919377,29262.253936,28412.547700
KZN - iLembe District Municipality (DC29),Male,25-29,20592.253385,20416.239439,20150.861411,20089.980050,20483.027232,21444.344516,22656.392419,23838.207380,24832.686290,25830.515698,27094.550446,28075.395500,28851.798284,29330.326393,29322.498060,29713.674760,29918.032707,29812.467825,29369.015768,28635.318508
KZN - iLembe District Municipality (DC29),Male,30-34,16496.139746,17311.082225,18084.665960,18689.165471,18875.594193,18861.993467,18687.424600,18521.208996,18597.917550,19101.442483,19956.355589,21091.218806,22324.237676,23465.912595,24584.373683,25673.988349,26560.031100,27377.764925,27958.621005,27950.960769
KZN - iLembe District Municipality (DC29),Male,35-39,13851.845750,13822.412158,13819.831259,13929.842621,14282.957385,14883.643471,15602.625776,16286.135098,16817.901338,17055.839566,17163.607118,17155.058211,17168.088640,17404.162159,18043.142205,18943.393732,20100.193019,21333.437027,22448.229469,23490.250075
KZN - iLembe District Municipality (DC29),Male,40-44,11360.166231,11621.247045,11856.693271,12027.502179,12118.627437,12179.548863,12151.684353,12153.957867,12261.585273,12615.918954,13227.569136,13963.865022,14697.193640,15328.049883,15702.442424,15933.215076,16055.137786,16186.201176,16506.110087,17125.127415
KZN - iLembe District Municipality (DC29),Male,45-49,9570.435909,9568.363594,9606.851055,9674.436999,9766.870283,9913.875244,10122.961296,10332.447669,10510.481794,10650.023050,10773.977674,10827.573865,10917.269093,11109.088950,11521.071294,12152.050556,12896.559233,13632.989539,14287.593634,14648.311303
KZN - iLembe District Municipality (DC29),Male,50-54,8996.413340,8886.004617,8702.905951,8520.730513,8377.698610,8290.916543,8269.377212,8293.758866,8362.773922,8482.712757,8679.454903,8933.184415,9190.157354,9412.078586,9588.342427,9754.645016,9851.755251,9961.687579,10163.020494,10512.022801
KZN - iLembe District Municipality (DC29),Male,55-59,6967.775365,7199.231780,7456.328887,7649.020363,7739.643459,7754.156994,7645.961359,7490.585989,7358.169616,7278.462144,7250.569470,7279.598188,7351.515229,7460.924636,7609.707427,7803.330899,8051.203417,8305.798789,8537.757746,8666.333947
KZN - iLembe District Municipality (DC29),Male,60-64,6047.525577,5936.034444,5810.886999,5741.775108,5774.309401,5887.055754,6082.230847,6297.786889,6469.697241,6570.251590,6619.392279,6571.629476,6484.972339,6408.738007,6369.146238,6353.059005,6382.544191,6447.849409,6550.915761,6601.100530
KZN - iLembe District Municipality (DC29),Male,65-69,4302.391991,4506.450968,4731.675202,4883.233304,4923.418039,4899.591488,4812.257226,4727.312687,4705.973200,4770.120676,4897.260690,5091.090302,5290.612531,5439.289493,5525.552361,5559.351784,5506.443452,5426.193958,5358.186078,5222.686670
KZN - iLembe District Municipality (DC29),Male,70-74,3163.362407,3062.320285,2983.089611,2994.894471,3097.452326,3301.551695,3528.446086,3730.279193,3857.565374,3892.917075,3869.922321,3805.433845,3762.975955,3777.268179,3856.842278,4003.071551,4177.754695,4318.572568,4387.757568,4291.092942
KZN - iLembe District Municipality (DC29),Male,75-79,2001.038955,2121.958933,2198.475789,2199.290276,2114.822703,2044.297563,1998.775656,2004.911065,2112.077978,2323.286454,2601.307836,2848.442842,3031.144873,3111.206089,3072.329342,2961.846421,2893.735853,2895.655014,2882.028560,2916.306294
KZN - iLembe District Municipality (DC29),Male,80+,1032.411970,1101.037521,1170.391089,1255.287690,1362.878820,1531.846339,1700.552825,1870.078231,2047.549129,2232.197810,2437.218646,2633.845762,2818.456296,3015.386963,3227.809430,3524.593967,3819.860270,4112.489303,4400.429530,4674.699875
KZN - iLembe District Municipality (DC29),Female,0-4,31884.242317,31336.875529,31154.403793,31317.778327,31725.339577,32650.939595,33926.945025,35051.759022,36024.120616,36762.888082,37433.119519,37906.775905,38228.231296,38340.432664,38306.525848,38538.871868,38655.381624,38595.103781,38458.886677,38372.767433
KZN - iLembe District Municipality (DC29),Female,5-9,35537.678535,34654.988761,33845.095940,33010.539811,32213.551334,31524.919069,31041.205599,30869.945528,31059.970495,31581.022236,32605.563322,33877.973322,34965.773355,35969.218433,36685.406127,37135.842321,37538.917002,37938.093920,38204.200117,38266.638848
