Dis_code,Age,Sex,District,Local,Loc_Code,Province_Code,Dis_Cod,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
DC36,60-64,Male,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,1400.46660474754,1346.10128473154,1291.05445139256,1248.92026317153,1228.84889763157,1224.29835383156,1236.20559536382,1257.4136157749,1283.61181695076,1313.40210468228,1338.75448886656,1357.88391622172,1374.91048843684,1389.27102267148,1400.82917308516,1408.70363037408,1418.2351415343,1427.65223039019,1438.00882151766,1430.20536016441,1435.97783143967,1450.9403723877,1464.58028457191,1477.48781925496,1487.52995402095,1497.72535934802,1504.37396505486,1514.27398513263,1529.08267361506,1558.42365467498
DC36,65-69,Male,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,1121.86067116767,1154.83940641282,1193.32342811878,1213.46249972759,1207.1075351222,1181.63044870472,1146.88035877479,1116.85047527236,1103.4021190575,1110.49756261282,1121.21990225613,1146.35656646976,1179.58952839442,1216.41536426552,1256.45530515667,1296.16083724637,1330.80435965295,1364.22415880769,1395.86227260186,1400.33181401066,1414.74514500405,1441.89706842537,1472.78152333112,1508.72043271766,1547.89348649036,1594.91769716256,1646.23791039135,1696.98294751565,1747.22050210245,1796.7154512076
DC36,70-74,Male,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,916.663138825569,868.450368252223,825.970637394035,806.97603666598,809.99226353439,827.535852983057,850.762290499023,870.521792045929,876.40089838285,865.47164548489,837.448064845842,808.579478194707,785.924857814053,773.3653338672,772.862726402038,774.87562687223,784.496276246703,798.878262828864,815.564549771108,815.339954604835,818.584303819116,828.183937391134,840.265966457208,854.235179327667,867.139593356001,876.698818533817,890.644091516167,907.142691649004,925.91193565336,946.706867719564
DC36,75+,Male,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,877.102423366435,921.279846088654,952.087290825815,966.576989003431,964.659128196698,962.590285041332,964.169166129656,974.389636799522,1006.06384079005,1059.15959140594,1082.97304767154,1106.708033148,1126.22164352646,1140.13087570883,1145.64189987317,1139.63065395875,1139.22983943133,1145.27368829043,1131.38613566176,1124.64770500246,1069.20580738252,1033.75582374905,1014.02710304762,1009.14735865282,1017.0006303733,1031.51063469296,1046.64270103336,1065.77481663896,1089.99306288083,1119.96967303996
DC36,0-4,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,4696.37345511833,4699.75991927381,4722.02696137081,4766.77782570325,4830.47448365402,5000.46231078783,5300.79319213748,5647.77967280474,6027.42562072979,6393.0160372433,6674.46589613469,6843.38849175292,6909.91742656456,6880.63832855162,6800.81698538221,6791.72925238983,6824.13431703984,6892.25951812782,7002.02856714469,7151.6533765418,7166.45756385831,7098.56173373409,6970.34024277844,6791.80600260218,6590.56786844921,6481.27949314739,6480.90977877655,6580.78159793136,6757.58477292579,6971.15031719532
DC36,5-9,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,4628.09864084364,4624.44527065836,4643.51058523406,4662.72866105263,4674.88370333991,4654.55133286126,4640.78301152044,4647.40497958319,4696.2280021409,4817.26653779862,5043.22617879356,5361.57404291037,5703.14022721613,6054.41001849463,6331.23168330643,6483.32297701656,6586.04542874442,6647.32116887177,6668.16586410713,6677.5942147428,6721.34083660262,6800.45939486184,6892.67350113663,6993.46078901224,7084.82487328519,7066.35328389946,6983.99826794194,6857.74971635529,6716.48927946831,6615.0870381412
DC36,10-14,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,4748.70069916763,4812.40860709614,4859.1354542006,4909.74047921377,4975.94995764734,4978.30285182592,4978.41809721916,5000.10900662172,5016.38053111112,5019.25264449737,4968.11932311782,4939.32319105878,4948.82566515756,5032.36539020472,5229.56904669461,5506.13709196729,5880.53409308261,6246.37622711492,6578.50543950383,6837.78279007418,6976.62799449942,7080.90824714712,7163.05911005006,7229.00132461232,7301.19768817136,7363.41760800416,7475.48738082085,7595.84571774961,7710.33819275276,7807.67638955645
DC36,15-19,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,4315.26627076219,4400.15321393253,4522.55231044086,4660.07393821608,4747.71212556838,4700.95848373399,4645.53458473689,4614.13670470424,4637.51799165693,4695.02842396711,4607.23469195838,4508.56037333984,4472.60467586752,4475.54875240449,4491.99160937911,4356.15969002812,4226.80854424862,4187.22327403607,4274.73943077782,4474.14702162276,4693.52950262147,4965.55014023809,5239.60143201568,5507.9074514228,5729.51696913611,5770.58179960734,5776.98884791803,5808.27072678278,5874.03662207033,5959.39979225629
DC36,20-24,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,3911.71645064234,4056.68811109281,4165.55454024777,4239.43301747961,4328.40918103684,4528.53709599589,4698.65808020768,4805.53634107392,4829.06530907409,4766.31030884016,4854.11452447924,4893.09981314551,4854.52896422271,4758.69450737838,4654.36220484731,4685.29471176001,4663.90749340806,4598.06004376488,4454.79003948647,4276.21979709215,4308.4298243766,4336.32782998986,4383.92761200773,4471.66580813529,4629.24991809516,5033.16779771185,5428.32042709224,5708.51626507459,5875.98332357223,5958.31564645873
DC36,25-29,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,4011.10723207141,4033.84501170783,4011.97769240092,3990.09948653531,3995.6802382953,4113.54839699871,4245.81115192352,4385.98603011802,4491.22773694254,4573.68495828899,4721.13731260825,4854.72908994699,4962.67517408892,5013.48522344281,4953.45402542045,4990.32654836072,4991.42311479424,4939.60314603315,4835.80363271321,4673.97018887582,4632.99963097606,4575.06214152182,4529.54828755273,4474.83751031082,4410.10660008697,4462.9198021165,4532.4905022914,4641.43740384733,4795.00758884887,4971.78275164912
DC36,30-34,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,3592.18182123371,3769.32342773963,3967.08547939253,4139.36786467014,4259.26120815078,4309.76746892481,4299.39870302188,4301.32027192062,4331.92990446346,4412.61047250049,4505.94834475583,4630.2326914926,4780.99063379127,4936.4923112054,5089.45889660867,5184.94514641404,5291.19116469496,5411.9489197193,5509.1097366699,5495.6793125113,5448.84238500813,5385.3743276837,5314.56475036109,5262.15265254703,5227.18871347792,5172.99585268376,5126.55221829282,5129.30883032694,5151.48737887045,5177.03388530068
DC36,35-39,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,3264.23608852706,3302.68590417854,3334.18979578356,3376.80520445162,3452.64997389055,3561.84906871999,3732.18246265,3934.28987171868,4114.25306912809,4266.55589792601,4361.91763609798,4400.04796590624,4427.79735356107,4476.65364453172,4587.86135554803,4723.67648689668,4883.99062267998,5050.33908324422,5206.51720030575,5360.62352752051,5486.32498537157,5618.44819557433,5750.51571137806,5853.3465658616,5873.22764779298,5875.67684945998,5862.22767081696,5832.70612381723,5815.06752918415,5823.73243070226
DC36,40-44,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,2752.40649674538,2872.40418744885,2995.36008068503,3105.81666799622,3190.06970249969,3239.72201271417,3264.09218723835,3295.98807809718,3347.12959055284,3439.06866719826,3560.0892921412,3743.82106989284,3946.49110527555,4128.15446747002,4281.46831085056,4389.54000344586,4434.91091930957,4465.07958765321,4515.79566684421,4613.80150268693,4754.73159081391,4910.6859690384,5067.65955242986,5219.27258249941,5380.64167863656,5520.89722315766,5667.81277615204,5814.6628689433,5933.01478401271,5968.92039938707
DC36,45-49,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,2393.52631116204,2427.46081780639,2441.31315746454,2460.5002125471,2500.87539044477,2577.84494575296,2667.82501145516,2769.92195574931,2872.30199000468,2959.62894734042,3009.49630411301,3038.56914563139,3067.31662346965,3108.45586113984,3182.15242828505,3290.86213461089,3452.11704005398,3626.59831601296,3782.02703918228,3898.87895317901,3991.00276677598,4027.89414876978,4050.71442487171,4091.44455034951,4178.47365038698,4285.759321562,4409.26198028124,4539.28438037854,4670.195169756,4813.53505988241
DC36,50-54,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,1883.07905413421,1955.12137621363,2031.18932474924,2087.91077744159,2122.21265337478,2134.387450404,2134.70403095173,2123.40878386999,2126.45204778616,2153.2311412209,2208.66290757955,2274.63921277015,2346.18209816511,2411.4393439083,2459.72622722049,2486.22312298638,2494.20172380894,2498.11330398867,2510.56005875842,2537.32971930453,2600.12152525855,2704.30369715852,2816.18407840541,2911.50951972898,2983.13870168733,3014.55972371231,3004.37710332939,2984.45976113404,2978.81815098757,3009.55602383839
DC36,55-59,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,1475.88486892832,1536.36094960165,1605.04837775952,1677.06754787439,1748.2580065392,1819.90907628511,1889.20613496163,1964.0781971894,2028.89126610585,2077.02356370558,2102.35414010493,2117.66214295802,2118.43041757335,2128.37792913491,2159.22214465384,2225.49652770529,2303.58985135138,2387.65109155157,2466.65078267971,2514.95792517102,2545.71700372744,2564.41144797261,2581.09822934634,2608.2826118996,2658.45370184827,2718.09474977356,2818.70990481098,2927.69389827746,3020.71732199439,3091.59254118058
DC36,60-64,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,1358.24685384816,1323.96958631468,1294.79829383512,1283.79407251708,1300.48789277457,1337.21118833796,1388.26242446425,1446.38050132207,1514.32638975665,1584.184416393,1649.16803000676,1712.38009098459,1781.00795566459,1837.00062779563,1875.4799454709,1893.15859564715,1902.93212715819,1902.13515718564,1912.31642186593,1923.10914145588,1971.71502739937,2036.93315374532,2109.31896931471,2179.7177269245,2235.22549479604,2247.32206988154,2246.07295114017,2244.48113079007,2253.25642920978,2282.73794557812
DC36,65-69,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,1110.47909008355,1152.80355126651,1195.046365333,1221.20519213359,1225.62050053442,1213.51770202893,1194.03358163985,1179.96739329769,1189.67243049619,1225.23672983503,1280.78490298547,1349.83170779517,1423.14551738541,1498.88619490735,1576.58830275855,1658.37627318249,1739.20227450664,1824.56277608777,1896.09985285931,1925.56476277488,1954.65084523438,1984.05835831724,2004.36438268885,2037.77007900673,2090.9100720714,2164.22630282882,2246.2018090637,2327.7287660362,2401.25055952224,2461.12175014089
DC36,70-74,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,993.285810229627,962.587268089776,940.243245159708,934.159044958496,941.492420984626,960.235197301293,985.962641800661,997.055704072103,994.152936434643,973.104077187361,936.551696953015,900.540126020725,877.537978214964,871.421039121503,882.189530999902,901.505283860084,923.549414729265,946.829441862964,972.408335709924,983.63737464667,1006.06251163104,1033.19255638753,1058.1166762595,1070.03818457575,1068.46977602799,1046.82473750053,1022.52800681301,998.143052378725,983.235618914126,977.899631148449
DC36,75+,Female,LIM - Waterberg District Municipality (DC36),LIM368 : Modimolle/Mookgophong,LIM368,LIM,DC36,1094.75044480691,1157.09280699257,1201.99072174089,1230.87472890868,1240.51335731635,1251.28495330169,1272.8465986829,1304.61656412592,1369.48648524998,1457.87437707201,1533.86527980068,1605.21387229362,1663.0158690061,1702.82912123073,1723.41446407918,1744.14264138534,1778.55568110163,1825.51234149406,1844.10691318005,1882.23512966464,1892.23313819076,1919.69820582183,1967.12589966487,2036.11868968721,2125.08598538732,2248.61674866396,2366.03653610505,2472.76546294873,2557.57343582351,2618.67491105419
DC47,0-4,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,6935.77321913416,6896.3809759794,6988.37440301642,7192.4793170817,7465.45275432539,7830.31593402864,8183.94848487256,8417.9243423217,8559.21481007571,8621.70819488016,8729.35693183563,8840.61808821276,8967.97343227826,9088.07836414459,9188.77836149238,9303.56663445788,9357.36121108912,9339.76966853215,9283.41231803196,9241.80035123176,9200.29287565411,9196.50640354216,9256.10184453627,9376.75663721827,9541.92484944456,9678.50448212588,9729.83793651507,9699.894997893,9604.52251937517,9484.04321039308
DC47,5-9,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,7901.08445222635,7680.34377989041,7474.14967717918,7267.06244993266,7093.36376109842,6982.95207262897,6978.12458622815,7104.42346134375,7333.94739794224,7598.67344476402,7921.11952882317,8267.88783916139,8532.16617613087,8756.81567214257,8942.00528691689,9093.93287914371,9251.66803342355,9426.70286125806,9573.17008924442,9651.37988174138,9713.15509458813,9762.40856526107,9773.29925040402,9776.52086670508,9821.49630558374,9856.92725761049,9922.22323396788,10032.6103560749,10165.1331268134,10268.5272687907
DC47,10-14,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,8391.22169617385,8367.53863422957,8302.86845931402,8214.94834635836,8110.0292754216,7901.31916735224,7660.30580299224,7438.71281371418,7234.22891845749,7092.61139122538,6987.75273562377,7001.11200263831,7119.23112335416,7308.17891790987,7538.75811222924,7793.31990934232,8103.69383622957,8349.5022027453,8567.30390340871,8777.5024654188,8907.53635288334,9059.12965630362,9213.50366825917,9324.35056326961,9376.2969997804,9366.94679524519,9376.81307487923,9371.82222610033,9393.8837617401,9494.3240341733
DC47,15-19,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,7678.9817711849,7854.54221567318,8080.88804529597,8336.25408930493,8500.05705271083,8403.67453487594,8301.9564007835,8238.96901529031,8243.15412076076,8266.75012312531,7970.63385326033,7625.60920871172,7388.59984055688,7273.73363004073,7265.67379612644,7074.36163353744,6986.09086385512,7079.68534614625,7331.42560455654,7668.28377304563,7848.6154403957,8073.29875592325,8315.7862303937,8625.61616097967,8960.10008521837,8976.78143904624,9027.52211633404,9178.78094217968,9386.01352905258,9577.11616342285
DC47,20-24,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,4937.7654274023,5450.91053916564,5877.01522840537,6188.44884499019,6494.08151636046,6892.76227449797,7182.32133129726,7361.75319313799,7418.62643738031,7347.16711922771,7428.78669707531,7449.39005687975,7357.84406151106,7171.6467645324,6948.00350357895,6809.13158207222,6580.89473366746,6320.01186743084,6019.74980209219,5755.09776959138,5731.53583313323,5749.5903354694,5800.22228689302,5862.22014095,5960.08656245753,6258.1545607082,6523.01524841018,6655.09013319778,6702.19794704077,6735.82975681437
DC47,25-29,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,3284.98415651694,3435.46722962377,3621.27602009129,3860.50025392834,4148.76680034245,4508.48044161056,4887.51414908277,5237.5123799804,5525.50355944198,5771.25529538756,6031.98046316947,6195.19414018531,6298.93106575833,6326.14804098308,6215.53016696411,6163.38275331559,6059.4629273103,5897.13242722273,5669.90793198092,5368.13367279077,5126.40168764715,4843.86238795554,4590.78185869525,4367.53046673262,4170.47530068505,4056.21810887125,3978.20914506777,3955.94001928457,3968.57341142791,3977.04663932472
DC47,30-34,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,2487.71217315897,2554.52348436659,2618.11567256321,2693.42027340756,2767.25720191151,2885.51074472072,3029.48434037364,3194.63628574751,3389.44083248043,3632.24483159437,3937.77331758036,4273.30360999134,4589.06053486485,4846.40305658697,5067.95583765996,5287.71313318505,5428.36270044463,5509.20411108735,5504.74292766408,5364.95507599667,5273.05171497796,5149.04045357135,4974.08035956435,4763.24822033012,4530.46805964658,4339.09864254377,4123.25006442133,3916.60727680766,3713.68056050324,3528.21533837151
DC47,35-39,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,2158.76874850333,2142.52418262559,2139.3953431281,2147.76300728207,2176.64209309124,2213.27013797648,2258.37694006769,2315.1379955039,2395.91347516207,2488.80318070995,2585.98462903804,2711.01018206296,2868.92840897782,3067.67128652229,3316.04796064974,3570.77499925396,3859.96882533638,4150.73258843732,4400.90803145355,4606.63132263062,4732.83531907427,4801.11636001506,4841.60212062224,4842.50372066244,4754.06053939381,4637.66566728608,4499.57189087007,4340.62248516852,4175.36033553242,4001.82167100325
DC47,40-44,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,1868.21793521744,1879.39979264408,1891.79315228624,1898.7297773771,1899.91224646583,1898.50086063585,1896.61028657488,1903.82227357628,1919.83592592175,1963.60729132092,2031.57727658836,2106.6025499734,2188.63612226863,2291.66887712033,2409.51255071935,2543.66191921679,2702.35704049245,2885.15780291378,3103.02995825856,3366.60259916636,3646.86484411561,3966.38442149641,4278.37583932803,4548.4407047399,4796.94430887891,4993.88321135322,5128.928971928,5225.0054614295,5269.69818251242,5223.72956878832
DC47,45-49,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,1658.86874800156,1625.08060844627,1591.91190138255,1567.45799377587,1555.88790074965,1553.3639952039,1564.30172885692,1579.82132865125,1596.35623423505,1614.02270991276,1633.38218638581,1654.59758559913,1687.19516259578,1729.96450243612,1795.68089803683,1878.29393351889,1968.4410521669,2067.40923097244,2190.77669644902,2318.69968734937,2449.02770377674,2604.76638387618,2789.19335471947,3019.06117200576,3311.46046069441,3628.36978827795,3987.32865164791,4347.65710996452,4674.92893189242,4986.0040424442
DC47,50-54,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,1513.85429499387,1517.91229952341,1512.17642827875,1497.75657807399,1475.3789356908,1449.64719214649,1423.25497424284,1398.88049170169,1383.88811458685,1382.97136622853,1394.03777663667,1416.3546573355,1442.43978728237,1468.59228372427,1495.19514244531,1522.41889425156,1551.86714062078,1589.43078593338,1636.50388131588,1697.34363230026,1776.5406949236,1865.05460188547,1960.11042793848,2075.26006352031,2202.27507608588,2349.24912957227,2519.75958516179,2717.31287779381,2959.20265560834,3266.83604843646
DC47,55-59,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,1103.8716422963,1120.61419120633,1147.92042369553,1172.45892033013,1188.96848767771,1203.91709080692,1208.34464241492,1207.35568351978,1202.61904065248,1194.36113846033,1181.28548850457,1169.00289685607,1159.41541933857,1156.78276963119,1163.7751441954,1171.86547048047,1189.16646125807,1210.33075191825,1233.98270081136,1250.48923132744,1263.39827962785,1284.02620959331,1315.47501042742,1358.16841040491,1419.69921018833,1496.37142512443,1580.4799696642,1672.33640107452,1783.37280579759,1907.14659505035
DC47,60-64,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,1056.81981755702,1006.29049296591,953.719297442901,916.124864292361,903.492591009508,910.068643576568,934.562033921669,968.233683228275,1003.09693900853,1035.59102882049,1063.1315107083,1083.38478948636,1100.10323398797,1112.97499988283,1122.0908866866,1118.75628280789,1116.07050294802,1116.56262080741,1124.79576752091,1127.09344039885,1132.85449282487,1154.36769433679,1184.02602790922,1221.04949265251,1262.41231467227,1301.29647120164,1346.43331480768,1405.64469030417,1479.84917175255,1578.9311271186
DC47,65-69,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,828.37946230509,845.693970668786,865.928935351985,868.440762240646,847.096572405709,814.612350316152,772.466564521011,734.069518683882,711.379607394442,707.947315293577,715.071629583544,734.079706978802,757.330413732173,778.998654993187,798.658989448246,813.667882650325,820.927199435265,823.194613523166,820.908429530799,801.253480579844,785.075404503951,774.341446860793,765.586281040978,762.312903590114,766.226001083687,783.610234090751,806.643890712707,831.064484168251,856.47644923321,885.078395830519
DC47,70-74,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,789.331044896556,735.215014678561,684.471900588188,652.898439758407,639.33051193559,644.963973013917,655.221249546712,660.363319598434,650.836318642721,625.238193497346,592.221826424003,556.802703685587,527.857451934851,510.270482468761,504.806097897509,505.2450750056,509.065292239054,512.369392275031,512.393304182108,497.426539129588,483.642200166224,475.264148621941,467.549870427611,458.844351897661,447.594830794443,436.96534219645,427.726503861058,421.267098854595,418.911631203801,420.626564971838
DC47,75+,Male,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,959.849894505221,986.122809509131,994.642896876216,981.217108045922,943.468982118622,908.041041375833,877.687510633927,857.428856844881,858.025695780972,878.176933265946,880.046781799179,879.693966353051,871.094949744797,851.686983468441,818.668703522888,768.414231279943,720.413025307094,675.368380032044,618.416201318282,565.083113731986,530.366196104196,505.808424721911,490.300734054953,483.491281046275,483.765908803597,459.755764272809,435.724718504481,411.063086996616,384.678499589745,356.099146815994
DC47,0-4,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,6812.84126015632,6744.84069655,6804.16555228025,6972.15797300805,7206.14497391632,7519.29908830597,7840.35424133426,8059.76926335611,8190.96188799226,8247.01138976269,8317.09067019506,8400.97035187359,8505.14735472252,8603.37375592074,8684.11513705287,8764.81738353239,8795.20191999733,8769.95655015419,8716.68843303739,8676.05066422735,8601.10239546535,8573.70574332034,8617.66446909281,8721.75246352151,8867.16457372823,8960.3997281654,8981.23802548173,8932.95179745745,8830.04665785869,8706.70446552014
DC47,5-9,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,7644.94137123411,7403.04829111887,7178.68448761886,6962.67996611412,6783.60696695702,6645.40117037451,6600.76975957518,6673.89920219934,6848.52748839752,7072.35764892597,7345.13174965049,7636.67657911053,7853.02011039529,8037.89547956842,8182.90093074049,8273.76447510708,8381.17046222027,8514.28378768239,8630.63397090336,8694.19460667337,8720.24119527015,8736.23265170236,8716.92260652826,8697.41798919438,8728.32543357256,8729.83031575705,8757.83100071432,8833.96644866776,8930.88330948473,9002.96109441846
DC47,10-14,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,8094.63401147838,8045.51365082524,7955.76044555825,7849.04250910914,7733.11710405956,7528.68951679522,7293.5063984913,7071.68791256095,6868.08644036368,6720.53340529632,6602.93193112554,6586.62349115332,6667.56469670167,6819.91999377827,7024.46660834168,7263.40819011197,7545.73391309977,7758.22592928456,7940.67115384244,8108.34039346214,8202.953706455,8326.30250384132,8456.9479966984,8548.19401650854,8585.89616656474,8575.74087836865,8578.47558372884,8559.90782311652,8566.5610819738,8651.28717399287
DC47,15-19,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,7206.4892495622,7355.26752364322,7560.38056608774,7781.76499899991,7908.63359499763,7817.45436753629,7710.4871508696,7623.95845716685,7595.00161484713,7586.35150581516,7313.64011736723,6999.20969588267,6774.44890235172,6649.76973841983,6615.78659406209,6433.24298067199,6335.50384757198,6392.29005864975,6586.77497222494,6862.90105729336,7018.30154092484,7208.38818779029,7405.11819351538,7655.02650587042,7917.98147504804,7932.96357959293,7980.33657171925,8106.17286884836,8268.87273735328,8412.52469595256
DC47,20-24,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,5291.96271573815,5539.99439903504,5733.67921412386,5881.99112809841,6059.04567540615,6341.86130060939,6588.33593854096,6765.88841243736,6840.4739821379,6791.55117513476,6840.42081539749,6826.57746018252,6727.27387951845,6559.86932807769,6366.90221565722,6236.47591806777,6024.38855291751,5793.25641649329,5540.45752442068,5315.75969794601,5276.74441415029,5259.02628514632,5280.26559290096,5330.51916786014,5428.22583326492,5706.72324613232,5952.88750630636,6092.55845689612,6169.46338821822,6226.02284916602
DC47,25-29,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,4247.80310245166,4344.59943170122,4411.8185722003,4475.35335956108,4560.40362853499,4792.37877191581,5020.42496445928,5233.52657681093,5390.72087541326,5530.30967985765,5778.35332469065,5990.55548113459,6137.98901363829,6182.35688214423,6080.86156558019,6127.58955166356,6113.31960837514,6001.50937879317,5791.18788737004,5497.45930938673,5348.42072569555,5150.92008380995,4942.96497791869,4718.85881714355,4498.56483628365,4450.95036759766,4436.70109380804,4456.31300192919,4491.85442733287,4527.28069794155
DC47,30-34,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,3429.09249746102,3500.9154957369,3601.42046808491,3707.64220863893,3803.33827385537,3878.08955436651,3934.5858378433,4028.1873973903,4153.35226796456,4316.90649924223,4494.20511293314,4690.8678986875,4908.8162676025,5129.02449133988,5342.29569328819,5494.82337100534,5645.91208162357,5800.5978166446,5914.63476052348,5890.45932630772,5805.58464561257,5687.96599241616,5546.57023739432,5401.63381759253,5242.00387520882,5043.15090139821,4825.14100839251,4644.0785954581,4492.08888408302,4360.3320120664
DC47,35-39,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,3442.59471750882,3393.64712296803,3330.29162462981,3272.88564956931,3246.30276836041,3257.33262598917,3321.34338123652,3423.10689809304,3533.13947446727,3657.43243659065,3781.70188308898,3890.23288759089,4009.68274460071,4150.28133146073,4344.53646705712,4569.8104611096,4810.0513143415,5046.26545817896,5263.9845658909,5476.45118240118,5648.49871338066,5810.79162374052,5951.06782716661,6035.45147379064,6010.31631584568,5962.23086970578,5877.92009197681,5752.13213583796,5608.25104922202,5460.58712368019
DC47,40-44,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,2939.51781388544,3019.56751838396,3101.95331292344,3162.76961522628,3183.33479852877,3163.09840275302,3111.56757200963,3062.79446521268,3029.6532143407,3033.40589118332,3075.10508961892,3169.97861329446,3292.80048595329,3426.83824483919,3574.26192880055,3721.99918689546,3851.37301353244,3991.21366519684,4156.42383929354,4363.92780545102,4600.77897601327,4846.86021261842,5086.8270003967,5313.57901867402,5543.60809659789,5736.54386632008,5921.29986890285,6088.25456706701,6203.48244661242,6208.19134970569
DC47,45-49,Female,LIM - Sekhukhune District Municipality (DC47),LIM471 : Ephraim Mogale,LIM471,LIM,DC47,2667.99747239704,2634.10011023192,2588.75254110247,2555.59013348901,2547.84042441162,2588.77033308008,2645.82744559127,2712.64241647944,2770.56571260011,2801.62482777076,2798.2213640181,2770.10610658658,2738.10287643315,2715.9417229795,2723.72960607357,2763.53107827784,2850.03980970748,2960.59021850346,3082.85885936327,3208.17548280336,3330.44780174288,3438.84288135338,3558.85628611608,3704.39024315321,3893.85678386029,4095.00289581824,4304.27053591285,4510.85292007704,4709.73000384827,4915.54250809577
